location,total_sqft,bath,balcony,bhk,price
Kamala Nagar,700.0,2.0,0.0,2.0,43.0
Kanakpura Road,1495.0,2.0,2.0,3.0,52.33
Kothanur,1302.0,2.0,1.0,2.0,68.5
Whitefield,905.0,1.0,1.0,1.0,52.0
Raja Rajeshwari Nagar,1303.0,2.0,1.0,2.0,55.79
Electronics City Phase 1,1350.0,3.0,0.0,3.0,71.0
Gottigere,1380.0,2.0,2.0,3.0,95.0
Harlur,1620.0,3.0,1.0,3.0,110.0
Sarjapur  Road,1000.0,2.0,1.0,2.0,38.5
Thanisandra,1250.0,1.0,1.0,2.0,54.0
3rd Block Koramangala,1750.0,3.0,3.0,3.0,170.0
Anekal,997.0,3.0,2.0,3.0,55.0
Kothanur,1760.0,3.0,0.0,3.0,111.0
Yelahanka,1322.0,2.0,2.0,2.0,75.0
Kanaka Nagar,1365.0,3.0,0.0,3.0,99.0
Sahakara Nagar,1500.0,3.0,2.0,3.0,125.0
Kaggadasapura,1256.0,2.0,2.0,3.0,50.0
Brookefield,941.0,2.0,2.0,2.0,48.0
Kanakpura Road,1665.0,3.0,2.0,3.0,86.58
Hennur Road,1414.0,2.0,0.0,2.0,84.18
Chikkalasandra,1270.0,2.0,3.0,3.0,55.25
Madiwala,800.0,2.0,2.0,3.0,80.0
Mathikere,1800.0,3.0,0.0,6.0,105.0
Pattanagere,850.0,2.0,0.0,2.0,35.0
Kanakpura Road,712.0,1.0,1.0,1.0,38.44
Rajaji Nagar,2648.0,5.0,0.0,4.0,251.5
TC Palaya,900.0,2.0,0.0,2.0,55.0
Hebbal,1200.0,2.0,1.0,2.0,49.0
Kengeri Satellite Town,654.0,1.0,1.0,1.0,22.0
Peenya,708.0,1.0,1.0,2.0,55.0
Wilson Garden,1680.0,3.0,3.0,3.0,135.0
Jakkasandra Extension,990.0,2.0,2.0,2.0,58.0
Uttarahalli,1380.0,2.0,1.0,2.0,42.0
Hebbal,1088.0,2.0,2.0,2.0,62.0
Harlur,1414.0,3.0,2.0,3.0,77.5
Seshadripuram,1240.0,2.0,1.0,2.0,100.0
Ganesha Block,1810.0,3.0,3.0,3.0,118.0
4th Block Jayanagar,2005.0,3.0,2.0,3.0,240.0
Kothanur,1185.0,2.0,2.0,2.0,58.0
Whitefield,1200.0,3.0,2.0,3.0,57.15
Electronic City,1070.0,2.0,1.0,2.0,52.0
Shikaripalya,1265.0,2.0,1.0,2.0,58.0
Sahakara Nagar,1100.0,2.0,1.0,2.0,55.0
Friends Colony,1035.0,2.0,2.0,2.0,44.0
Sonnenahalli,614.5,1.0,0.0,1.0,30.715
2nd Block Jayanagar,1000.0,2.0,1.0,2.0,97.0
Hegde Nagar,1179.0,2.0,2.0,2.0,49.35
Vittasandra,1650.0,3.0,1.0,3.0,84.0
Malur Hosur Road,2800.0,4.0,3.0,6.0,100.0
Lakshmipura Vidyaanyapura,3500.0,6.0,2.0,8.0,120.0
Nagaraja Garden,1430.0,3.0,1.0,3.0,78.65
Marathahalli,1130.0,2.0,2.0,3.0,58.0
JP Nagar,1850.0,2.0,0.0,3.0,110.0
Hennur,1340.0,3.0,2.0,3.0,54.24
Nagawara Junction,600.0,2.0,0.0,2.0,30.0
Banashankari,2582.0,5.0,2.0,3.0,250.0
Channasandra,1160.0,2.0,1.0,2.0,55.0
Hegganahalli,1200.0,2.0,1.0,1.0,45.0
Rajanna Layout,1116.0,2.0,1.0,2.0,37.6
Nagarbhavi  BDA Complex,600.0,2.0,1.0,3.0,85.0
Sarakki Nagar,2663.0,4.0,1.0,3.0,338.0
Devasthanagalu,1090.0,2.0,2.0,2.0,45.0
JP Nagar,1100.0,2.0,1.0,2.0,45.0
Vijayanagar,1484.0,3.0,2.0,3.0,79.19
Green Glen Layout,1630.0,3.0,2.0,3.0,68.0
Whitefield,1451.0,2.0,2.0,3.0,52.43
Kanakpura Road,1330.0,2.0,1.0,2.0,107.0
Thanisandra,2127.0,3.0,2.0,3.0,135.0
Sarjapur  Road,1173.0,2.0,2.0,3.0,45.75
Electronics City Phase 1,1445.0,2.0,1.0,3.0,56.0
Jayamahal Extension,2250.0,4.0,1.0,4.0,400.0
Thanisandra,2336.5,3.0,0.0,3.0,115.89
JP Nagar,1197.0,2.0,1.0,2.0,47.88
Sarjapur  Road,3930.0,7.0,0.0,5.0,329.0
Kanakpura Road,1450.0,3.0,3.0,3.0,62.4
Whitefield,1187.0,2.0,1.0,2.0,37.85
Channasandra,1050.0,2.0,2.0,2.0,41.0
Panathur,1370.0,2.0,2.0,3.0,54.8
Yelahanka,1036.0,2.0,2.0,2.0,39.37
JP Nagar,1275.0,3.0,2.0,3.0,41.2
Old Madras Road,2010.0,3.0,2.0,4.0,115.0
Thigalarapalya,1418.0,2.0,2.0,2.0,106.0
Thanisandra,1265.0,2.0,2.0,2.0,46.6
Anandapura,1576.0,3.0,2.0,3.0,58.0
Dodda Nekkundi,1148.0,2.0,1.0,2.0,56.0
Green View Layout,1000.0,2.0,1.0,2.0,36.0
Kudlu,1293.0,2.0,2.0,3.0,85.0
TC Palaya,1200.0,2.0,0.0,3.0,66.0
Munnekollal,1210.0,2.0,3.0,2.0,75.0
HSR Layout,1126.0,2.0,1.0,2.0,69.0
Vidyaranyapura,1440.0,2.0,0.0,3.0,70.0
Ramamurthy Nagar,1300.0,2.0,2.0,3.0,52.0
Thanisandra,1276.0,2.0,2.0,2.0,75.0
Whitefield,1216.0,2.0,1.0,2.0,83.0
Marenahalli,840.0,1.0,0.0,1.0,75.0
Sompura,1126.0,2.0,2.0,2.0,39.0
Raja Rajeshwari Nagar,1162.0,2.0,0.0,2.0,65.0
Whitefield,1301.0,2.0,2.0,2.0,65.0
Devanahalli,658.0,1.0,1.0,1.0,34.0
Sahakara Nagar,1350.0,3.0,1.0,3.0,250.0
Whitefield,2500.0,3.0,2.0,3.0,280.0
1st Phase JP Nagar,839.91,1.0,1.0,1.0,63.0
Chandapura,1208.51,3.0,2.0,3.0,42.0
Raja Rajeshwari Nagar,1133.0,2.0,2.0,2.0,38.41
Shettigere,1760.0,2.0,1.0,3.0,116.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,52.0
Sarjapur,940.0,2.0,1.0,2.0,25.38
Badavala Nagar,1145.0,2.0,2.0,2.0,57.0
Bannerghatta Road,1302.5,2.0,0.0,2.0,67.73
Rahat Bagh,3900.0,5.0,1.0,4.0,550.0
Omarbagh Layout,3317.5,5.0,0.0,4.0,268.5
Dasarahalli,1300.0,2.0,2.0,2.0,50.0
Malleshwaram,2475.0,4.0,3.0,3.0,326.0
6th Phase JP Nagar,2040.0,3.0,0.0,3.0,200.0
Hosakerehalli,1200.0,1.0,0.0,1.0,150.0
Jigani,2420.0,4.0,1.0,4.0,190.0
Thubarahalli,1216.0,2.0,1.0,2.0,80.0
Tumkur Road,1459.0,2.0,1.0,3.0,110.0
Jakkur,1622.0,2.0,0.0,3.0,80.0
Kanakpura Road,1843.0,3.0,2.0,3.0,85.0
Badavala Nagar,1274.0,2.0,1.0,2.0,81.0
Chikkasandra,600.0,1.0,1.0,2.0,52.0
Malleshpalya,1430.0,2.0,1.0,3.0,69.5
Kammanahalli,1800.0,2.0,0.0,4.0,280.0
Begur Road,1565.0,2.0,2.0,3.0,57.91
 Devarabeesana Halli,1670.0,3.0,2.0,3.0,160.0
Lakshminarayana Pura,1695.0,3.0,2.0,3.0,150.0
Akshayanagara West,1410.0,2.0,2.0,2.0,75.0
Kengeri Satellite Town,1060.0,2.0,3.0,2.0,42.0
Sarjapur  Road,1120.0,2.0,2.0,2.0,50.0
Hosa Road,880.0,2.0,0.0,2.0,50.0
Jalahalli,1083.0,2.0,1.0,2.0,32.49
Dodda Nekkundi,1435.0,3.0,3.0,3.0,57.2
Doddakallasandra,1425.0,2.0,2.0,3.0,56.99
Arekere,900.0,2.0,3.0,2.0,50.0
Escorts Colony,2400.0,5.0,2.0,5.0,93.0
Thanisandra,693.0,1.0,1.0,1.0,34.3
Kengeri,600.0,3.0,1.0,3.0,90.0
Electronic City,2435.0,4.0,3.0,4.0,119.0
Iblur Village,1920.0,3.0,2.0,3.0,150.0
Electronic City,630.0,1.0,1.0,1.0,47.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,50.0
Nagavarapalya,705.0,1.0,1.0,1.0,55.0
Srinivasa Nagar,1200.0,2.0,2.0,3.0,75.6
Mahadevpura,1532.0,2.0,2.0,2.0,62.0
Rajiv Nagar,1330.0,2.0,1.0,2.0,93.0
3rd Block Hrbr Layout,1200.0,3.0,1.0,4.0,210.0
Sarjapur  Road,1530.0,2.0,2.0,3.0,60.0
Kasavanhalli,1105.0,2.0,2.0,2.0,42.0
1st Phase JP Nagar,1566.0,2.0,0.0,2.0,180.0
Harlur,1630.0,3.0,1.0,3.0,95.1
5th Phase JP Nagar,1256.0,2.0,1.0,2.0,62.8
Brookefield,1595.0,2.0,3.0,3.0,75.0
7th Phase JP Nagar,1000.0,2.0,2.0,2.0,53.0
Poorna Pragna Layout,1475.0,2.0,2.0,3.0,58.99
"asha township, off hennur road",2400.0,5.0,3.0,5.0,285.0
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88
Uttarahalli,1737.0,2.0,3.0,3.0,95.0
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88
Near International Airport,2100.0,4.0,2.0,4.0,150.0
Hosakerehalli,3600.0,6.0,1.0,8.0,145.0
Mysore Road,883.0,2.0,1.0,2.0,50.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
BTM Layout,1776.0,2.0,3.0,3.0,75.0
Anjanapura,1347.0,2.0,1.0,3.0,37.72
Whitefield,1330.0,2.0,2.0,3.0,55.0
Sector 1 HSR Layout,600.0,2.0,1.0,2.0,120.0
Rajaji Nagar,3730.0,4.0,3.0,4.0,370.0
Harlur,1459.0,3.0,2.0,3.0,135.0
Thanisandra,2259.0,5.0,2.0,4.0,135.0
JP Nagar,2700.0,4.0,1.0,7.0,160.0
Gubbalala,1008.0,2.0,2.0,2.0,32.25
NTI Layout,1200.0,2.0,2.0,2.0,52.5
Rajaji Nagar,1800.0,2.0,2.0,3.0,250.0
Rajaji Nagar,3100.0,4.0,3.0,4.0,550.0
Yelahanka,1405.0,2.0,0.0,2.0,50.58
Yelahanka,602.0,1.0,1.0,1.0,26.0
Marathahalli,1710.0,3.0,2.0,3.0,100.0
JP Nagar,1500.0,2.0,3.0,3.0,82.0
Glass Factory Layout,1539.0,3.0,2.0,3.0,60.0
Fraser town,806.0,3.0,1.0,6.0,128.0
Judicial Layout,1100.0,2.0,1.0,3.0,53.0
Raja Rajeshwari Nagar,1151.0,2.0,1.0,2.0,49.0
Dasappa Layout,920.0,2.0,1.0,2.0,46.0
Kathriguppe,1350.0,3.0,3.0,3.0,78.3
Bannerghatta Road,1200.0,2.0,2.0,2.0,65.0
Thanisandra,1265.0,2.0,1.0,2.0,78.0
Sarjapur  Road,1700.0,3.0,2.0,3.0,93.5
Ramamurthy Nagar,1600.0,3.0,0.0,3.0,75.0
R.T. Nagar,1560.0,3.0,3.0,3.0,125.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Sarjapur  Road,1403.0,3.0,1.0,3.0,56.0
Doddakallasandra,1010.0,2.0,1.0,2.0,40.39
Tumkur Road,1416.0,3.0,1.0,3.0,94.0
Kanakpura Road,1628.0,2.0,2.0,2.0,68.0
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,125.0
Doddathoguru,1595.0,3.0,3.0,3.0,62.0
Kanakpura Road,1507.0,2.0,3.0,3.0,95.0
Frazer Town,2560.0,3.0,0.0,3.0,288.0
Hennur Road,1949.0,3.0,1.0,3.0,133.0
BTM 2nd Stage,800.0,2.0,1.0,2.0,175.0
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88
Sonam Layout,905.0,2.0,1.0,2.0,50.0
Hosakerehalli,2480.0,3.0,2.0,3.0,245.0
CR Layout,1495.0,3.0,0.0,3.0,200.0
Kaikondrahalli,1605.0,3.0,3.0,3.0,105.0
Bommanahalli,1290.0,2.0,1.0,2.0,73.0
Yelahanka,1100.0,2.0,1.0,2.0,60.0
Vishveshwarya Layout,2100.0,6.0,0.0,6.0,92.0
Electronics City Phase 1,995.0,2.0,1.0,2.0,49.8
Banashankari Stage II,500.0,2.0,1.0,2.0,55.0
Rajaji Nagar,3526.0,4.0,3.0,4.0,598.0
Gottigere,1425.0,2.0,2.0,3.0,47.0
BTM 4th Stage,1455.0,2.0,2.0,3.0,55.0
Jalahalli West,550.0,1.0,1.0,1.0,23.0
Uttarahalli,1385.0,2.0,2.0,3.0,48.48
Gollahalli,1060.0,2.0,1.0,2.0,53.0
AGS Layout,1080.0,2.0,2.0,3.0,75.0
HBR Layout,1783.0,3.0,2.0,3.0,125.0
Haralur Road,1520.0,2.0,2.0,3.0,90.0
Sarjapur  Road,1060.0,2.0,1.0,2.0,55.0
Raja Rajeshwari Nagar,1267.0,2.0,1.0,2.0,54.35
Whitefield,1155.0,2.0,2.0,2.0,55.0
Karuna Nagar,2500.0,3.0,2.0,3.0,180.0
Bannerghatta Road,1240.0,2.0,1.0,2.0,65.0
Gollahalli,1570.0,3.0,2.0,3.0,78.0
NGR Layout,1019.0,2.0,1.0,2.0,45.9
Whitefield,1355.0,3.0,3.0,2.0,76.0
Arekempanahalli,1537.0,3.0,2.0,3.0,110.0
Raja Rajeshwari Nagar,1550.0,3.0,3.0,3.0,52.45
Raja Rajeshwari Nagar,1100.0,2.0,1.0,2.0,50.0
 Devarabeesana Halli,1750.0,3.0,2.0,3.0,150.0
9th Phase JP Nagar,1466.0,2.0,2.0,2.0,71.0
Rachenahalli,1550.0,3.0,2.0,3.0,72.5
Akshaya Nagar,2300.0,4.0,3.0,3.0,102.0
Kengeri,540.0,1.0,1.0,1.0,22.5
8th Phase JP Nagar,950.0,3.0,2.0,3.0,130.0
Chamundi Nagar,2800.0,7.0,1.0,7.0,250.0
Silk Board,1020.0,2.0,3.0,2.0,48.0
Cunningham Road,2880.0,3.0,2.0,3.0,501.0
Hoodi,1305.0,2.0,1.0,2.0,75.0
Sarjapur,2100.0,3.0,1.0,4.0,125.0
Electronic City,1125.0,2.0,1.0,2.0,32.5
Horamavu Banaswadi,1225.0,2.0,2.0,2.0,49.5
Hennur,1255.0,2.0,1.0,2.0,55.5
MRCR Layout,1191.0,2.0,1.0,2.0,90.0
Uttarahalli,3600.0,6.0,2.0,6.0,303.0
Electronic City,1165.0,2.0,1.0,2.0,33.64
Kacharakanahalli,865.0,2.0,1.0,2.0,35.11
Nagarbhavi,1850.0,2.0,2.0,3.0,88.0
Marsur,497.0,1.0,1.0,2.0,17.0
Hennur Road,1232.0,2.0,2.0,2.0,89.0
Thanisandra,1732.0,3.0,3.0,3.0,85.73
Yelahanka,1614.0,2.0,1.0,3.0,100.0
Magadi Road,600.0,1.0,1.0,2.0,22.0
Thigalarapalya,2072.0,4.0,2.0,3.0,155.0
Electronic City,919.0,2.0,2.0,2.0,34.0
Shettihalli,2100.0,4.0,1.0,4.0,90.0
Shampura,672.0,3.0,1.0,4.0,54.0
Marsur,1200.0,3.0,1.0,3.0,150.0
OLd Gurappanapalya,2849.0,5.0,0.0,4.0,250.0
Doctors Layout,1000.0,2.0,2.0,2.0,42.0
Whitefield,1216.0,2.0,1.0,2.0,75.0
Lingadheeranahalli,2245.0,4.0,2.0,4.0,154.0
Bannerghatta Road,1476.0,3.0,1.0,3.0,125.0
Ambedkar Nagar,1852.0,3.0,2.0,3.0,130.0
Udaya Nagar,1225.0,2.0,2.0,2.0,47.0
Panathur,1597.0,3.0,1.0,3.0,67.12
Jakkur,2423.0,4.0,3.0,3.0,160.0
Marathahalli,1152.0,2.0,1.0,2.0,90.0
Harlur,1762.0,3.0,2.0,3.0,133.0
Kammasandra,1400.0,3.0,2.0,3.0,92.0
Rachenahalli,1530.0,2.0,2.0,3.0,74.4
New Thippasandra,2400.0,6.0,3.0,6.0,400.0
Raja Rajeshwari Nagar,1185.0,2.0,2.0,2.0,40.17
Yelahanka,1890.0,3.0,2.0,3.0,108.0
Varthur Road,1247.0,2.0,2.0,3.0,58.0
Bellandur,1201.0,2.0,2.0,2.0,59.99
Gunjur Palya,830.0,2.0,2.0,2.0,40.0
Electronic City Phase II,1165.0,2.0,1.0,2.0,30.29
Bommanahalli,1100.0,1.0,2.0,2.0,55.0
9th Phase JP Nagar,1890.0,2.0,0.0,3.0,93.0
Maithri Layout,1685.0,3.0,2.0,3.0,60.0
Sarakki Nagar,3131.0,4.0,3.0,4.0,349.0
Battarahalli,1165.0,2.0,1.0,2.0,43.0
Kachanayakanahalli,827.0,2.0,1.0,2.0,45.0
Gangondanahalli,396.0,2.0,0.0,3.0,48.0
Electronics City Phase 1,635.0,1.0,0.0,1.0,26.0
Vishwanatha Nagenahalli,1050.0,2.0,1.0,2.0,50.0
Jakkur,1819.18,3.0,2.0,3.0,168.0
Kanakapura,1500.0,3.0,3.0,3.0,125.0
Yelenahalli,1500.0,2.0,2.0,3.0,57.0
Benson Town,2850.0,4.0,3.0,3.0,470.0
Raja Rajeshwari Nagar,1751.0,3.0,3.0,3.0,72.0
Bommasandra,1020.0,2.0,1.0,2.0,40.89
Thanisandra,1148.0,2.0,1.0,2.0,43.5
Talaghattapura,1856.0,3.0,2.0,3.0,135.0
B Narayanapura,1060.0,2.0,1.0,2.0,49.27
Haralur Road,1300.0,2.0,2.0,2.0,60.0
Hormavu,3000.0,4.0,0.0,4.0,100.0
Bellandur,1325.0,2.0,2.0,2.0,65.0
Sai Gardens,1261.0,2.0,2.0,2.0,61.0
Manayata Tech Park,1100.0,2.0,2.0,2.0,46.0
Ramamurthy Nagar,700.0,2.0,1.0,2.0,33.0
7th Phase JP Nagar,1675.0,2.0,2.0,3.0,135.0
Ullal Road,3400.0,4.0,2.0,4.0,190.0
Kodihalli,3260.0,5.0,3.0,4.0,388.0
Doddakammanahalli,1180.0,2.0,2.0,2.0,56.0
Uttarahalli,1160.0,2.0,2.0,2.0,45.0
Kasavanhalli,1863.0,3.0,2.0,4.0,105.0
Sahakara Nagar,1914.0,3.0,2.0,3.0,149.0
BTM Layout,1458.0,3.0,2.0,3.0,79.0
Babusapalaya,1105.0,2.0,1.0,2.0,40.0
Hulimavu,3035.0,5.0,3.0,3.0,220.0
Akshaya Nagar,1662.0,3.0,0.0,3.0,90.0
Yelahanka,1556.0,3.0,2.0,3.0,86.0
Jigani,918.0,2.0,2.0,2.0,50.0
Sarjapur  Road,1455.0,2.0,1.0,3.0,98.0
Jakkasandra Extension,1205.0,2.0,1.0,2.0,70.0
BEML Layout,1194.0,2.0,1.0,2.0,65.0
Laggere,1200.0,2.0,0.0,2.0,75.0
Bannerghatta Road,1100.0,2.0,2.0,3.0,52.0
Sarjapur  Road,1405.0,3.0,2.0,3.0,48.87
Subramanyapura,929.0,2.0,1.0,2.0,56.0
Frazer Town,3436.0,5.0,0.0,4.0,341.0
7th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33
8th Phase JP Nagar,2100.0,4.0,3.0,4.0,92.0
Channasandra,1065.0,2.0,1.0,2.0,40.47
Bannerghatta Road,1532.5,3.0,0.0,3.0,84.29
Hormavu,1093.0,2.0,1.0,2.0,32.78
Anandapura,1250.0,2.0,2.0,2.0,45.0
Marathahalli,1680.0,3.0,3.0,3.0,105.0
Nagarbhavi,1146.0,2.0,1.0,2.0,50.0
Jagajyothi layout,1250.0,2.0,3.0,2.0,58.0
Ramagondanahalli,1451.0,3.0,1.0,3.0,60.44
Nobo Nagar,1424.0,2.0,3.0,3.0,55.0
Gottigere,1435.0,2.0,3.0,3.0,62.0
Devanahalli,658.0,1.0,0.0,1.0,26.91
Bommanahalli,1300.0,3.0,2.0,3.0,45.0
Whitefield,1242.0,2.0,2.0,2.0,65.0
Marathahalli,1910.0,3.0,3.0,3.0,119.0
Hulimavu,1127.0,2.0,1.0,2.0,65.0
Yelahanka,1075.0,2.0,1.0,3.0,42.0
Mysore Road,1155.0,2.0,1.0,2.0,51.0
Lakkasandra Extension,1280.0,3.0,1.0,5.0,250.0
Krishna Reddy Layout,1250.0,3.0,1.0,3.0,55.0
Kuvempu Layout,2200.0,4.0,2.0,3.0,160.0
Billekahalli,2400.0,3.0,1.0,3.0,150.0
Chandapura,876.0,2.0,2.0,2.0,29.5
Nagarbhavi,1850.0,2.0,2.0,3.0,89.0
Kadugodi,1314.0,2.0,3.0,2.0,83.0
Rachenahalli,690.0,1.0,1.0,1.0,39.8
Electronic City Phase II,3550.0,4.0,0.0,4.0,167.5
Srirampura,1230.0,2.0,3.0,2.0,55.0
Bommasandra,920.0,2.0,1.0,2.0,37.2
Sarjapur  Road,1850.0,3.0,3.0,3.0,140.0
Electronic City,1073.0,2.0,2.0,2.0,60.0
Maithri Layout,1540.0,3.0,3.0,3.0,76.0
Kanakpura Road,1550.0,3.0,3.0,3.0,63.5
Kalyan nagar,1198.0,2.0,1.0,2.0,65.0
HBR Layout,1656.0,3.0,2.0,3.0,90.0
Kaveri Nagar,1900.0,3.0,3.0,3.0,155.0
Ramagondanahalli,1910.0,3.0,2.0,3.0,142.0
Mysore Road,1003.0,2.0,1.0,2.0,43.0
Chickpet,1098.0,2.0,0.0,2.0,48.0
Whitefield,1495.0,2.0,0.0,3.0,67.0
Thanisandra,2172.0,3.0,2.0,3.0,76.02
Sarakki Nagar,2400.0,4.0,2.0,4.0,358.0
T G extension,1200.0,1.0,2.0,2.0,95.0
Whitefield,1548.0,3.0,1.0,3.0,65.0
Whitefield,2856.0,5.0,0.0,4.0,154.5
Hosur Road,1689.0,3.0,1.0,3.0,103.0
Electronic City Phase II,1031.0,2.0,1.0,2.0,53.0
Bhoganhalli,2119.0,4.0,2.0,4.0,111.0
Whitefield,1200.0,2.0,2.0,2.0,46.13
JCR Layout,1060.0,2.0,2.0,2.0,37.0
Devi Nagar,1100.0,2.0,1.0,2.0,61.0
Hennur Road,1250.0,2.0,1.0,3.0,77.88
8th Block Jayanagar,1100.0,2.0,2.0,2.0,110.0
Whitefield,1200.0,2.0,1.0,2.0,46.13
Seegehalli,1420.0,2.0,2.0,3.0,46.0
Electronic City,1500.0,2.0,1.0,3.0,78.0
OLd Gurappanapalya,1942.0,3.0,1.0,3.0,155.0
Haralur Road,1985.0,3.0,2.0,3.0,130.0
Sarjapur  Road,950.0,1.0,0.0,1.0,39.9
Green Glen Layout,1752.0,3.0,2.0,3.0,105.0
Abbigere,1200.0,3.0,2.0,4.0,120.0
Old Madras Road,1480.0,2.0,2.0,3.0,84.0
Sarjapur  Road,1826.0,3.0,2.0,3.0,130.0
8th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33
Sarjapur  Road,2600.0,4.0,0.0,4.0,98.0
Kasavanhalli,1667.0,3.0,2.0,3.0,92.0
Thanisandra,934.0,2.0,2.0,2.0,55.0
JP Nagar,909.87,3.0,1.0,3.0,69.34
Mahadevpura,1620.0,2.0,1.0,3.0,76.0
Electronic City,1070.0,2.0,1.0,2.0,47.0
Hosur Road,3600.0,5.0,3.0,5.0,180.0
Uttarahalli,1280.0,2.0,2.0,3.0,60.0
rr nagar,1400.0,2.0,2.0,2.0,60.0
"Varthur Road, ",1330.0,2.0,1.0,2.0,64.0
Balagere,1012.0,2.0,1.0,2.0,54.59
Electronic City Phase II,1611.0,2.0,2.0,3.0,48.33
Whitefield,1405.0,3.0,2.0,3.0,58.0
VGP Layout,1515.0,3.0,3.0,3.0,90.0
Kaggadasapura,1710.0,3.0,0.0,3.0,60.0
BTM Layout,935.0,2.0,1.0,2.0,51.5
Jakkur,2197.0,3.0,2.0,3.0,136.0
Yeshwanthpur,1678.0,3.0,0.0,3.0,92.13
Brookefield,1410.0,2.0,0.0,3.0,80.0
Jakkur,1125.0,2.0,2.0,2.0,65.0
Magadi Road,1191.0,2.0,1.0,3.0,55.38
Thubarahalli,1200.0,2.0,2.0,2.0,79.0
CV Raman Nagar,1525.0,2.0,3.0,3.0,67.0
KUDLU MAIN ROAD,1464.0,3.0,3.0,3.0,56.0
Seegehalli,920.0,2.0,1.0,2.0,27.0
Yelahanka,651.0,1.0,1.0,1.0,17.5
Chikkabanavar,600.0,1.0,2.0,2.0,25.0
Chandapura,645.0,1.0,1.0,1.0,16.45
Thanisandra,1185.0,2.0,2.0,2.0,44.0
Electronics City Phase 1,1190.0,2.0,1.0,2.0,68.0
Whitefield,2856.0,5.0,0.0,4.0,158.5
Whitefield,1355.0,2.0,3.0,2.0,73.0
KR Puram,1200.0,1.0,0.0,2.0,65.0
Yelahanka New Town,500.0,2.0,1.0,1.0,24.0
Bommasandra Industrial Area,1250.0,3.0,3.0,3.0,50.0
Uttarahalli,1480.0,2.0,1.0,3.0,58.0
Ambalipura,3300.0,4.0,2.0,4.0,329.0
KR Puram,1583.0,3.0,0.0,3.0,70.445
Green Woods Layout,1206.0,2.0,1.0,2.0,53.0
Rajaji Nagar,1357.0,2.0,1.0,2.0,130.0
Hosakerehalli,925.0,2.0,1.0,2.0,46.5
8th Phase JP Nagar,909.0,2.0,1.0,2.0,40.9
Seegehalli,3000.0,5.0,2.0,3.0,335.0
Brookefield,1100.0,2.0,1.0,2.0,55.0
Vidyaranyapura,1100.0,2.0,1.0,2.0,54.0
Subramanyapura,975.0,2.0,1.0,2.0,65.0
Raja Rajeshwari Nagar,1306.0,2.0,2.0,2.0,44.17
Kalena Agrahara,610.0,1.0,1.0,1.0,39.0
Yelahanka,1484.0,2.0,2.0,3.0,56.4
Ramamurthy Nagar,1125.0,2.0,1.0,2.0,47.0
Bhoganhalli,1447.0,2.0,1.0,2.0,75.97
Whitefield,2882.0,5.0,1.0,4.0,158.0
Kundalahalli,2075.0,3.0,1.0,3.0,115.0
Stage-4 Bommanahalli,1250.0,2.0,1.0,2.0,58.0
Horamavu Banaswadi,1272.0,2.0,2.0,2.0,51.5
Banashankari Stage II,1050.0,3.0,2.0,4.0,125.0
Venkateshpuram,625.0,2.0,1.0,2.0,24.0
1st Phase JP Nagar,840.0,2.0,2.0,1.0,50.0
Hennur Road,2502.0,4.0,2.0,4.0,180.0
Rayasandra,583.0,1.0,1.0,1.0,26.9
Gunjur Palya,900.0,2.0,1.0,2.0,27.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
HOSUR MAIN ROAD,1464.0,2.0,2.0,2.0,56.0
Kanakapura,2200.0,3.0,1.0,3.0,121.0
Whitefield,750.0,1.0,1.0,1.0,51.0
Marathahalli,1600.0,3.0,3.0,3.0,58.0
Chikkalasandra,1365.0,2.0,2.0,3.0,49.0
"Judicial Layout, Kanakapura Road, ",1300.0,3.0,2.0,3.0,64.0
Kurubarahalli,1200.0,1.0,0.0,1.0,69.0
Hormavu,1260.0,2.0,2.0,2.0,35.0
Electronics City Phase 1,1190.0,2.0,2.0,2.0,33.92
Hosakerehalli,2480.0,4.0,1.0,3.0,260.0
Vishwapriya Layout,1250.0,3.0,2.0,3.0,38.0
Kaggadasapura,1500.0,3.0,0.0,3.0,75.0
Banashankari Stage V,1510.0,3.0,3.0,3.0,47.57
7th Phase JP Nagar,1187.0,2.0,1.0,2.0,59.0
Kundalahalli,1120.0,2.0,1.0,2.0,53.76
Whitefield,1115.0,2.0,0.0,2.0,34.555
Dodsworth Layout,1717.0,3.0,3.0,3.0,99.0
Mullur,2099.0,3.0,0.0,3.0,95.0
Kasturi Nagar,1100.0,2.0,2.0,2.0,58.0
Hegganahalli,1200.0,1.0,0.0,1.0,48.0
Bannerghatta Road,1465.0,2.0,1.0,3.0,45.87
Kothanur,1500.0,1.0,0.0,1.0,75.0
Haralur Road,1255.0,2.0,1.0,3.0,90.0
5th Phase JP Nagar,1220.0,2.0,3.0,2.0,88.0
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.88
