location,total_sqft,bath,balcony,bhk,price
Brookefield,1100.0,2.0,1.0,2.0,55.0
Vidyaranyapura,1100.0,2.0,1.0,2.0,54.0
Subramanyapura,975.0,2.0,1.0,2.0,65.0
Raja Rajeshwari Nagar,1306.0,2.0,2.0,2.0,44.17
Kalena Agrahara,610.0,1.0,1.0,1.0,39.0
Yelahanka,1484.0,2.0,2.0,3.0,56.4
Ramamurthy Nagar,1125.0,2.0,1.0,2.0,47.0
Bhoganhalli,1447.0,2.0,1.0,2.0,75.97
Whitefield,2882.0,5.0,1.0,4.0,158.0
Kundalahalli,2075.0,3.0,1.0,3.0,115.0
Hennur Road,2502.0,4.0,2.0,4.0,180.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
Kanakapura,2200.0,3.0,1.0,3.0,121.0
Whitefield,750.0,1.0,1.0,1.0,51.0
Marathahalli,1600.0,3.0,3.0,3.0,58.0
Chikkalasandra,1365.0,2.0,2.0,3.0,49.0
Hormavu,1260.0,2.0,2.0,2.0,35.0
Electronics City Phase 1,1190.0,2.0,2.0,2.0,33.92
Hosakerehalli,2480.0,4.0,1.0,3.0,260.0
Kaggadasapura,1500.0,3.0,0.0,3.0,75.0
7th Phase JP Nagar,1187.0,2.0,1.0,2.0,59.0
Kundalahalli,1120.0,2.0,1.0,2.0,53.76
Whitefield,1115.0,2.0,0.0,2.0,34.555
Bannerghatta Road,1465.0,2.0,1.0,3.0,45.87
Kothanur,1500.0,1.0,0.0,1.0,75.0
Haralur Road,1255.0,2.0,1.0,3.0,90.0
5th Phase JP Nagar,1220.0,2.0,3.0,2.0,88.0
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.88
Bellandur,1281.0,2.0,2.0,2.0,87.0
Kaggadasapura,1215.0,2.0,3.0,2.0,43.0
Mysore Road,1237.0,2.0,2.0,2.0,73.0
Lakshminarayana Pura,1300.0,2.0,1.0,2.0,70.0
Whitefield,1105.0,2.0,2.0,2.0,39.99
Chandapura,1505.0,2.0,2.0,3.0,42.0
Hebbal Kempapura,3900.0,5.0,0.0,4.0,310.0
Banashankari,1186.0,2.0,3.0,2.0,65.0
Kengeri,750.0,2.0,1.0,2.0,35.5
Varthur,1083.0,2.0,2.0,2.0,28.0
Thanisandra,1056.0,2.0,2.0,2.0,68.0
Banashankari,1650.0,3.0,2.0,3.0,101.0
Electronic City Phase II,1220.0,3.0,1.0,3.0,36.6
Kanakapura,1340.0,2.0,2.0,2.0,65.0
Yelahanka,1260.0,2.0,2.0,2.0,59.2
Talaghattapura,2254.0,3.0,2.0,3.0,153.0
Old Madras Road,2990.0,5.0,1.0,3.0,210.0
JP Nagar,820.0,2.0,1.0,2.0,45.0
Electronic City,1296.0,2.0,2.0,2.0,65.0
Uttarahalli,1190.0,2.0,1.0,2.0,53.55
Whitefield,1173.0,2.0,1.0,2.0,77.0
Yelahanka,1102.0,2.0,0.0,2.0,52.0
Sarjapur,913.0,2.0,1.0,2.0,36.0
Hormavu,1176.0,2.0,1.0,3.0,35.27
Yelahanka,1519.0,2.0,3.0,2.0,65.0
Hosur Road,1345.0,2.0,2.0,2.0,106.0
Haralur Road,1056.0,2.0,1.0,2.0,60.0
Whitefield,1200.0,3.0,1.0,3.0,68.4
Anekal,1200.0,2.0,1.0,4.0,36.0
Kundalahalli,1047.0,2.0,1.0,2.0,82.62
Rajaji Nagar,2300.0,3.0,3.0,3.0,369.0
Ramamurthy Nagar,1000.0,2.0,1.0,2.0,62.0
Harlur,1756.0,3.0,2.0,3.0,131.0
Vittasandra,1238.0,2.0,1.0,2.0,67.32
Dodda Nekkundi,1145.0,2.0,1.0,2.0,46.5
Varthur,965.0,2.0,1.0,2.0,34.0
Banashankari,1300.0,2.0,2.0,3.0,55.0
Begur Road,644.0,1.0,1.0,1.0,40.0
Whitefield,982.0,2.0,1.0,2.0,37.0
Indira Nagar,1260.0,2.0,2.0,2.0,100.0
Kaggadasapura,1225.0,2.0,2.0,2.0,48.0
Electronics City Phase 1,1085.0,2.0,1.0,2.0,46.0
Rajaji Nagar,1640.0,3.0,2.0,3.0,220.0
Thanisandra,1595.0,3.0,1.0,3.0,110.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.44
Yelahanka,1859.0,3.0,1.0,3.0,108.0
9th Phase JP Nagar,1079.0,2.0,1.0,2.0,60.0
Whitefield,1118.0,2.0,1.0,2.0,42.0
CV Raman Nagar,1198.0,2.0,2.0,2.0,60.0
Chandapura,1162.5,3.0,0.0,3.0,30.215
Bannerghatta Road,1268.0,2.0,1.0,2.0,69.0
Bannerghatta Road,1450.0,2.0,2.0,3.0,87.0
Uttarahalli,1330.0,2.0,1.0,3.0,57.0
Jakkur,1355.0,2.0,2.0,3.0,65.0
Sarjapur  Road,1220.0,3.0,2.0,3.0,58.0
Chikkalasandra,1075.0,2.0,1.0,2.0,46.76
Haralur Road,1140.0,2.0,1.0,2.0,42.0
Talaghattapura,2106.0,3.0,3.0,3.0,148.0
Yeshwanthpur,2400.0,6.0,0.0,9.0,270.0
Marathahalli,1602.0,2.0,0.0,2.0,104.0
Sarjapur  Road,1660.0,2.0,2.0,3.0,116.0
Electronic City Phase II,1549.0,3.0,2.0,3.0,80.0
Marathahalli,700.0,1.0,1.0,1.0,38.0
Balagere,1012.0,2.0,1.0,2.0,64.0
Marathahalli,1469.0,3.0,1.0,3.0,89.0
Whitefield,1216.0,2.0,1.0,2.0,69.0
Electronic City Phase II,1065.0,2.0,1.0,2.0,56.13
Thanisandra,1411.0,3.0,1.0,3.0,93.15
Haralur Road,1245.0,2.0,3.0,2.0,62.0
Vidyaranyapura,1000.0,2.0,1.0,2.0,35.0
Panathur,1580.0,3.0,0.0,3.0,71.89
Subramanyapura,1800.0,3.0,2.0,3.0,90.0
Chandapura,645.0,1.0,1.0,1.0,16.45
Kasavanhalli,1494.0,3.0,2.0,3.0,82.0
Bhoganhalli,1949.0,3.0,2.0,3.0,129.0
Mysore Road,883.0,2.0,1.0,2.0,45.0
Old Airport Road,3200.0,4.0,0.0,4.0,280.0
Yeshwanthpur,1240.0,2.0,2.0,2.0,80.0
Hegde Nagar,1835.0,3.0,3.0,3.0,88.0
Bannerghatta Road,2932.0,5.0,0.0,4.0,195.0
Whitefield,3425.0,5.0,2.0,4.0,250.0
Gottigere,945.0,2.0,0.0,2.0,45.0
Lakshminarayana Pura,1569.0,3.0,2.0,3.0,150.0
Harlur,1755.0,3.0,2.0,3.0,130.0
Vijayanagar,1760.0,3.0,0.0,3.0,140.0
Hoodi,1240.0,2.0,3.0,2.0,43.94
Electronics City Phase 1,1450.0,3.0,2.0,3.0,72.54
5th Phase JP Nagar,1000.0,2.0,0.0,2.0,48.0
Raja Rajeshwari Nagar,1178.0,2.0,1.0,2.0,75.0
Bellandur,2000.0,3.0,2.0,3.0,85.0
Sarjapur  Road,1700.0,3.0,3.0,3.0,108.0
Jigani,1200.0,3.0,2.0,3.0,65.0
Whitefield,3000.0,3.0,2.0,3.0,400.0
Kanakpura Road,1737.0,3.0,3.0,3.0,85.0
TC Palaya,900.0,2.0,0.0,2.0,55.0
CV Raman Nagar,1560.0,2.0,2.0,2.0,85.0
Kengeri Satellite Town,750.0,2.0,1.0,2.0,33.0
Brookefield,2400.0,3.0,3.0,4.0,140.0
Hormavu,1030.0,2.0,1.0,2.0,49.35
7th Phase JP Nagar,1850.0,3.0,2.0,3.0,155.0
Hennur Road,1831.0,3.0,1.0,3.0,110.0
Electronic City Phase II,1320.0,2.0,1.0,3.0,38.13
Sarjapur  Road,1272.5,2.0,0.0,3.0,40.72
7th Phase JP Nagar,1000.0,2.0,1.0,2.0,61.0
Budigere,1820.0,3.0,2.0,3.0,85.4
Bisuvanahalli,1075.0,2.0,1.0,3.0,41.0
TC Palaya,1500.0,3.0,0.0,3.0,83.0
Electronics City Phase 1,360.0,1.0,0.0,1.0,16.9
Kadugodi,925.0,1.0,0.0,1.0,40.7
Electronic City,1140.0,2.0,1.0,2.0,70.93
Kalena Agrahara,1120.0,2.0,2.0,2.0,40.0
Kaggadasapura,1805.0,2.0,2.0,3.0,75.0
Basavangudi,1100.0,2.0,3.0,2.0,93.0
Uttarahalli,1560.0,3.0,3.0,3.0,74.0
Koramangala,1716.0,2.0,0.0,3.0,115.0
Harlur,1864.0,3.0,1.0,3.0,140.0
Electronics City Phase 1,638.0,1.0,1.0,1.0,32.0
Chandapura,937.0,2.0,1.0,2.0,30.0
Whitefield,1100.0,2.0,1.0,2.0,37.0
Thigalarapalya,1000.0,2.0,2.0,2.0,48.53
Horamavu Agara,1060.0,2.0,1.0,2.0,37.0
Kundalahalli,1047.0,2.0,1.0,2.0,91.0
Akshaya Nagar,1420.0,2.0,2.0,3.0,75.0
Sarjapur  Road,1539.0,3.0,0.0,3.0,85.0
Kasavanhalli,1555.0,3.0,3.0,3.0,82.0
Electronic City Phase II,920.0,2.0,2.0,2.0,26.0
Kundalahalli,1724.0,3.0,1.0,3.0,146.0
Uttarahalli,1250.0,2.0,1.0,3.0,50.0
Haralur Road,1140.0,2.0,2.0,2.0,58.0
Bannerghatta Road,1450.0,3.0,1.0,3.0,44.0
Kanakpura Road,700.0,2.0,1.0,2.0,35.07
Whitefield,1200.0,3.0,1.0,3.0,56.0
Yelahanka,1050.0,2.0,1.0,2.0,45.0
Somasundara Palya,1600.0,3.0,3.0,3.0,69.0
Bannerghatta Road,1625.0,2.0,3.0,3.0,75.0
Whitefield,2856.0,5.0,0.0,4.0,157.5
Sarjapur  Road,1489.0,2.0,3.0,3.0,82.0
Kanakapura,1560.0,2.0,2.0,3.0,62.38
Haralur Road,1140.0,2.0,2.0,2.0,42.0
Panathur,1198.0,2.0,1.0,2.0,86.26
Sarjapur  Road,1550.0,2.0,2.0,3.0,69.75
Kodichikkanahalli,1026.0,2.0,1.0,2.0,45.0
Hennur,1260.0,2.0,2.0,3.0,52.0
Sarjapur  Road,539.0,1.0,1.0,1.0,45.0
Attibele,2400.0,3.0,3.0,3.0,120.0
Kundalahalli,2500.0,5.0,2.0,4.0,350.0
Sarjapur  Road,1186.0,2.0,2.0,3.0,40.0
Thanisandra,1039.0,2.0,2.0,2.0,39.5
Malleshwaram,2520.0,3.0,2.0,3.0,150.0
Brookefield,1225.0,2.0,2.0,2.0,66.5
Bommanahalli,1350.0,2.0,2.0,2.0,72.0
Whitefield,1550.0,2.0,2.0,3.0,49.6
Hoodi,1490.0,3.0,2.0,3.0,79.0
Rachenahalli,1200.0,2.0,2.0,2.0,50.0
Yelahanka,1322.0,2.0,2.0,2.0,80.0
Whitefield,2173.0,3.0,2.0,3.0,128.0
Sarjapur  Road,1200.0,2.0,2.0,2.0,75.0
Mysore Road,1170.0,2.0,2.0,2.0,65.0
Devanahalli,698.5,1.0,0.0,1.0,28.57
Chandapura,1025.0,2.0,2.0,2.0,27.68
Yelahanka,1075.0,2.0,2.0,3.0,36.0
Whitefield,1435.0,3.0,2.0,3.0,45.0
Electronics City Phase 1,1175.0,2.0,2.0,2.0,64.98
Electronics City Phase 1,585.0,1.0,1.0,1.0,21.0
Jigani,3170.0,5.0,2.0,4.0,230.0
Thanisandra,1220.0,2.0,2.0,2.0,42.0
Rajaji Nagar,2500.0,3.0,3.0,3.0,350.0
Sarjapur  Road,2145.0,3.0,3.0,3.0,180.0
Bannerghatta Road,960.0,2.0,3.0,2.0,58.0
Old Madras Road,1210.0,2.0,1.0,2.0,74.0
5th Phase JP Nagar,1350.0,2.0,1.0,3.0,75.0
Sarjapur,1404.0,2.0,0.0,3.0,53.35
Yelahanka,1285.0,2.0,2.0,2.0,56.0
Hormavu,1018.0,2.0,1.0,2.0,50.8
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
9th Phase JP Nagar,1480.0,2.0,1.0,2.0,80.0
Kodichikkanahalli,2500.0,7.0,0.0,5.0,125.0
Akshaya Nagar,1435.0,3.0,3.0,3.0,53.0
CV Raman Nagar,1590.0,2.0,3.0,3.0,85.0
Banashankari,1181.0,2.0,1.0,2.0,75.0
Kengeri,1741.0,3.0,2.0,3.0,80.0
JP Nagar,1750.0,3.0,1.0,3.0,123.0
Tumkur Road,1027.0,2.0,1.0,2.0,60.0
Hebbal,2790.0,5.0,3.0,4.0,198.0
Sahakara Nagar,1000.0,2.0,1.0,2.0,60.0
Varthur,1120.0,2.0,2.0,2.0,44.24
Koramangala,1500.0,3.0,1.0,3.0,135.0
Frazer Town,1315.0,2.0,2.0,2.0,140.0
Electronic City Phase II,1140.0,2.0,1.0,2.0,33.84
Banashankari,1105.0,2.0,2.0,2.0,90.0
Electronic City,1200.0,2.0,1.0,2.0,34.65
Whitefield,905.0,1.0,1.0,1.0,62.0
HSR Layout,2400.0,4.0,0.0,4.0,350.0
Kudlu Gate,1185.0,2.0,1.0,2.0,50.0
Koramangala,1083.0,2.0,1.0,2.0,100.0
Hormavu,1555.0,3.0,2.0,3.0,75.0
Sarjapur  Road,1308.0,2.0,1.0,2.0,58.86
Kudlu,1024.0,2.0,2.0,2.0,44.0
Kanakapura,1450.0,3.0,1.0,3.0,75.0
Whitefield,1870.0,3.0,2.0,3.0,138.0
Hennur Road,1232.0,2.0,1.0,2.0,87.0
Kasavanhalli,1719.0,3.0,1.0,3.0,184.0
Chandapura,975.0,2.0,1.0,2.0,24.86
Jakkur,1230.0,2.0,1.0,2.0,79.0
KR Puram,1076.0,2.0,2.0,2.0,67.0
Electronic City,1096.0,2.0,2.0,2.0,40.55
Horamavu Agara,1107.83,2.0,1.0,2.0,41.51
Sarjapur  Road,1320.0,2.0,2.0,2.0,115.0
8th Phase JP Nagar,1431.5,3.0,0.0,3.0,72.02
Whitefield,1320.0,2.0,1.0,2.0,99.26
Whitefield,2901.0,4.0,2.0,3.0,190.0
Hosakerehalli,1596.0,3.0,3.0,3.0,79.8
Bannerghatta Road,1750.0,3.0,0.0,3.0,130.0
Whitefield,2403.0,4.0,2.0,4.0,270.0
Old Madras Road,1350.0,3.0,2.0,3.0,47.25
Talaghattapura,921.0,2.0,1.0,2.0,29.47
Kudlu Gate,1664.0,3.0,2.0,3.0,68.0
Hoodi,1240.0,2.0,3.0,2.0,65.0
Electronics City Phase 1,1200.0,2.0,2.0,2.0,59.76
Mahadevpura,1136.0,2.0,3.0,2.0,64.5
Jigani,914.0,2.0,2.0,2.0,55.0
Rachenahalli,1050.0,2.0,2.0,2.0,47.25
Marathahalli,1385.0,2.0,2.0,3.0,68.5
Yelahanka,845.0,2.0,2.0,2.0,43.0
Whitefield,1485.0,2.0,1.0,2.0,96.51
Kanakapura,1460.0,2.0,3.0,3.0,43.79
Thanisandra,1450.0,2.0,1.0,2.0,57.0
HSR Layout,1360.0,2.0,1.0,3.0,53.0
Uttarahalli,1125.0,2.0,1.0,2.0,48.0
Banashankari,720.0,1.0,1.0,1.0,60.0
7th Phase JP Nagar,1460.0,2.0,2.0,3.0,100.0
Bhoganhalli,1760.0,3.0,2.0,3.0,128.0
TC Palaya,1350.0,3.0,1.0,3.0,60.0
Frazer Town,1706.0,3.0,3.0,3.0,154.0
Whitefield,1755.0,3.0,3.0,3.0,101.0
Hulimavu,1200.0,2.0,1.0,2.0,50.0
Mysore Road,1029.5,2.0,0.0,2.0,50.855
Raja Rajeshwari Nagar,1128.0,2.0,2.0,2.0,40.0
Panathur,1210.0,2.0,1.0,2.0,80.0
Raja Rajeshwari Nagar,1151.0,2.0,2.0,2.0,39.0
Electronic City,1017.0,2.0,2.0,2.0,27.0
Sarjapur  Road,920.0,2.0,1.0,2.0,40.0
7th Phase JP Nagar,1650.0,3.0,3.0,3.0,110.0
CV Raman Nagar,1100.0,2.0,1.0,2.0,58.0
R.T. Nagar,1200.0,2.0,2.0,2.0,60.0
Begur Road,1933.0,3.0,2.0,3.0,98.0
Begur Road,1200.0,2.0,2.0,2.0,45.6
Whitefield,1608.0,2.0,3.0,3.0,63.0
Kasavanhalli,770.0,1.0,1.0,1.0,43.82
Kanakpura Road,1339.0,2.0,2.0,2.0,85.0
Sarjapur  Road,3044.0,3.0,2.0,3.0,183.0
Hulimavu,1450.0,3.0,3.0,3.0,72.0
Kothanur,1075.0,2.0,2.0,2.0,53.0
Sarjapur  Road,1163.0,2.0,2.0,3.0,62.0
TC Palaya,1200.0,2.0,0.0,2.0,65.0
Marathahalli,3090.0,4.0,0.0,4.0,325.0
Hebbal,1299.0,2.0,1.0,2.0,100.0
Electronic City,1130.0,2.0,1.0,2.0,32.63
JP Nagar,2195.0,3.0,0.0,3.0,152.0
Yelahanka,2600.0,4.0,3.0,4.0,175.0
KR Puram,1140.0,2.0,1.0,2.0,43.32
Kanakpura Road,1900.0,3.0,3.0,3.0,125.0
Electronic City,1110.0,2.0,1.0,2.0,39.95
Thanisandra,1093.0,2.0,1.0,2.0,68.1
Hegde Nagar,1703.0,3.0,2.0,3.0,125.0
Hebbal,1200.0,2.0,1.0,2.0,60.0
Marathahalli,1690.0,3.0,2.0,3.0,116.0
Yelahanka,1305.0,2.0,1.0,2.0,78.0
Talaghattapura,1257.0,2.0,2.0,3.0,40.22
Horamavu Agara,980.0,2.0,1.0,2.0,38.19
Hosakerehalli,1200.0,2.0,1.0,3.0,100.0
Whitefield,2225.0,3.0,1.0,3.0,149.0
Vidyaranyapura,1560.0,3.0,3.0,3.0,68.0
Yelahanka New Town,650.0,1.0,1.0,1.0,17.0
Chandapura,800.0,2.0,1.0,2.0,25.0
Electronic City,2093.0,4.0,1.0,4.0,104.0
Uttarahalli,1320.0,2.0,2.0,3.0,55.44
Bannerghatta Road,1275.0,2.0,1.0,2.0,73.0
Begur Road,1215.0,2.0,2.0,2.0,43.13
Kanakapura,1130.0,2.0,1.0,2.0,45.2
Begur Road,1444.0,2.0,2.0,3.0,71.5
Hennur,1231.0,2.0,2.0,2.0,50.0
Yeshwanthpur,1713.0,3.0,2.0,3.0,110.0
Sarjapur  Road,3004.0,4.0,0.0,3.0,158.0
Jalahalli,790.0,2.0,1.0,2.0,49.5
Koramangala,1744.0,3.0,1.0,3.0,200.0
Whitefield,1250.0,2.0,2.0,2.0,82.0
Malleshwaram,2476.0,3.0,3.0,3.0,337.0
Subramanyapura,1260.0,2.0,2.0,3.0,76.0
Rajaji Nagar,1615.0,3.0,1.0,3.0,175.0
Yelahanka,1180.0,2.0,1.0,2.0,56.0
Uttarahalli,1255.0,2.0,2.0,3.0,50.19
Electronic City,1025.0,2.0,1.0,2.0,53.9
Lakshminarayana Pura,1649.0,3.0,2.0,3.0,150.0
Hennur,2500.0,5.0,2.0,5.0,125.0
Thigalarapalya,1418.0,2.0,2.0,2.0,105.0
Chandapura,1200.0,2.0,1.0,2.0,65.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,43.0
Old Madras Road,1171.0,2.0,2.0,2.0,72.0
Tumkur Road,1027.0,2.0,1.0,2.0,68.62
Kanakapura,1090.0,2.0,2.0,2.0,38.15
Hennur Road,1232.0,2.0,1.0,2.0,74.0
Anekal,766.0,2.0,2.0,2.0,28.0
Kanakpura Road,525.0,1.0,1.0,1.0,27.0
Hosa Road,1535.04,3.0,1.0,3.0,109.0
JP Nagar,1452.0,2.0,1.0,3.0,41.0
Kanakpura Road,1593.0,3.0,1.0,3.0,118.0
Raja Rajeshwari Nagar,1375.0,2.0,1.0,3.0,54.99
Thanisandra,1430.0,2.0,2.0,3.0,51.48
Electronic City,940.0,2.0,1.0,2.0,54.0
Electronic City,435.0,1.0,1.0,1.0,21.0
Begur Road,1160.0,2.0,2.0,2.0,36.54
Electronic City,1500.0,2.0,1.0,3.0,77.5
Koramangala,1890.0,2.0,1.0,3.0,100.0
Haralur Road,1027.0,2.0,2.0,2.0,43.0
Whitefield,1495.0,3.0,0.0,3.0,61.28
Tumkur Road,1459.0,2.0,1.0,3.0,95.0
Yelahanka,1711.0,3.0,3.0,3.0,85.61
Hoodi,1250.0,2.0,2.0,2.0,98.0
Chandapura,645.0,1.0,1.0,1.0,16.45
Ramamurthy Nagar,1334.0,2.0,1.0,2.0,67.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
Rajaji Nagar,1776.0,3.0,1.0,3.0,190.0
Thigalarapalya,2072.0,4.0,2.0,3.0,160.0
Kundalahalli,1600.0,3.0,2.0,3.0,170.0
Kengeri Satellite Town,920.0,2.0,3.0,2.0,39.0
Chandapura,778.0,2.0,0.0,2.0,25.29
Electronic City,1631.0,3.0,2.0,3.0,80.0
Kanakpura Road,525.0,1.0,1.0,1.0,27.5
Jalahalli,1395.0,3.0,3.0,3.0,82.0
Hennur Road,1232.0,2.0,1.0,2.0,66.0
Uttarahalli,1160.0,2.0,2.0,2.0,40.6
7th Phase JP Nagar,1200.0,2.0,2.0,2.0,62.5
Uttarahalli,1255.0,2.0,3.0,3.0,50.19
Kudlu Gate,1400.0,1.0,1.0,1.0,285.0
Marathahalli,1065.0,2.0,2.0,2.0,55.0
Lakshminarayana Pura,1395.0,2.0,0.0,2.0,75.0
Hebbal Kempapura,1725.0,2.0,1.0,3.0,165.0
Kengeri,1436.0,2.0,2.0,3.0,55.0
Hebbal,1645.0,3.0,2.0,3.0,117.0
Kengeri,1200.0,2.0,0.0,2.0,58.0
Mysore Road,940.0,2.0,1.0,2.0,43.61
Hebbal,2850.0,5.0,3.0,3.0,343.0
Indira Nagar,1740.0,3.0,2.0,3.0,191.0
Haralur Road,1194.0,2.0,2.0,2.0,47.0
Dodda Nekkundi,1829.0,3.0,2.0,3.0,125.0
Hebbal,1390.0,2.0,2.0,2.0,95.0
Lakshminarayana Pura,1500.0,3.0,2.0,3.0,104.0
Vijayanagar,2047.0,3.0,2.0,3.0,136.0
Jakkur,1202.0,2.0,1.0,2.0,79.0
Whitefield,605.0,1.0,1.0,1.0,40.0
Harlur,1331.0,2.0,1.0,2.0,88.0
Sahakara Nagar,1200.0,2.0,1.0,2.0,136.0
Balagere,1007.0,2.0,1.0,2.0,62.0
Thanisandra,1370.0,2.0,1.0,3.0,61.0
TC Palaya,1500.0,2.0,0.0,2.0,75.0
Attibele,450.0,1.0,1.0,1.0,12.5
Hennur Road,1341.0,2.0,1.0,2.0,95.0
Tumkur Road,992.0,2.0,1.0,2.0,60.0
Uttarahalli,1163.0,2.0,2.0,2.0,68.0
Sarjapur  Road,1229.0,2.0,2.0,2.0,70.0
Electronic City Phase II,1219.0,2.0,1.0,2.0,61.26
Raja Rajeshwari Nagar,1525.0,2.0,2.0,3.0,99.13
Kasavanhalli,1147.0,2.0,1.0,2.0,60.0
Akshaya Nagar,1412.0,2.0,3.0,3.0,88.0
Sarjapur  Road,1044.0,2.0,1.0,2.0,34.77
Nagarbhavi,1190.0,2.0,2.0,2.0,63.0
Jigani,1352.0,3.0,1.0,3.0,65.0
Uttarahalli,1330.0,2.0,2.0,3.0,39.9
Electronic City,1355.0,2.0,1.0,2.0,67.0
Ramamurthy Nagar,1200.0,2.0,1.0,2.0,46.0
Kengeri,400.0,2.0,1.0,1.0,25.0
Sarjapur  Road,1342.0,2.0,0.0,2.0,70.0
Begur Road,1615.0,3.0,2.0,3.0,50.87
Yeshwanthpur,400.0,1.0,0.0,1.0,55.0
Devanahalli,1080.0,2.0,1.0,2.0,52.0
Electronic City,1200.0,2.0,0.0,2.0,34.0
Hennur Road,2700.0,3.0,2.0,3.0,150.0
Sarjapur,1830.0,3.0,1.0,3.0,88.0
Chandapura,715.0,2.0,0.0,3.0,32.0
Chandapura,1230.0,2.0,2.0,3.0,31.37
Uttarahalli,1065.0,2.0,1.0,2.0,42.59
Sarjapur  Road,1711.0,3.0,1.0,3.0,110.0
Chandapura,950.0,2.0,1.0,2.0,25.65
Kudlu Gate,1656.0,3.0,2.0,3.0,80.0
Uttarahalli,1075.0,2.0,1.0,2.0,46.76
Harlur,1752.12,3.0,2.0,3.0,133.0
Electronics City Phase 1,1145.0,2.0,1.0,2.0,54.0
Whitefield,1185.0,2.0,2.0,2.0,41.0
Marathahalli,1693.0,3.0,2.0,3.0,125.0
Rajaji Nagar,2559.0,3.0,2.0,3.0,403.0
Uttarahalli,1155.0,2.0,1.0,2.0,40.6
Whitefield,1200.0,3.0,2.0,3.0,56.58
Brookefield,2700.0,8.0,0.0,8.0,290.0
Gottigere,1400.0,2.0,1.0,3.0,50.0
KR Puram,1200.0,2.0,1.0,2.0,42.0
Kasavanhalli,1375.0,2.0,2.0,2.0,72.0
BTM 2nd Stage,2990.0,5.0,3.0,5.0,416.0
Vijayanagar,1200.0,2.0,1.0,3.0,75.0
Yelahanka,1315.0,2.0,3.0,2.0,75.0
Yelahanka,3600.0,6.0,1.0,6.0,200.0
Vijayanagar,1178.0,2.0,3.0,2.0,82.0
Bannerghatta Road,1430.0,3.0,2.0,3.0,59.0
Mahadevpura,1400.0,2.0,2.0,3.0,65.8
Thanisandra,1093.0,2.0,2.0,2.0,72.0
Whitefield,2210.0,3.0,2.0,3.0,156.0
Uttarahalli,1150.0,2.0,2.0,2.0,70.0
Whitefield,1173.0,2.0,1.0,2.0,78.2
Thanisandra,1140.0,2.0,1.0,2.0,39.0
Hoodi,1370.0,3.0,2.0,3.0,67.0
Electronics City Phase 1,1025.0,2.0,1.0,2.0,90.0
Bellandur,1200.0,2.0,1.0,2.0,52.0
Thanisandra,1200.0,2.0,1.0,2.0,53.5
Hennur Road,1232.0,2.0,1.0,2.0,88.0
Chandapura,1200.0,2.0,1.0,2.0,36.0
Bommanahalli,2100.0,4.0,2.0,4.0,85.0
5th Phase JP Nagar,552.0,1.0,1.0,1.0,23.5
Uttarahalli,1065.0,2.0,2.0,3.0,42.59
Hennur,1000.0,3.0,1.0,3.0,130.0
Sarjapur,1364.0,2.0,2.0,3.0,56.0
Bannerghatta Road,1240.0,2.0,1.0,2.0,71.0
Hulimavu,1200.0,2.0,0.0,2.0,75.0
Kaggadasapura,1540.0,3.0,0.0,3.0,75.0
Hennur Road,2365.0,4.0,2.0,3.0,175.0
Vijayanagar,864.0,2.0,0.0,2.0,45.0
Hebbal,1333.0,2.0,1.0,2.0,100.0
Thanisandra,1698.0,3.0,2.0,3.0,107.0
JP Nagar,1275.0,2.0,2.0,3.0,43.6
Raja Rajeshwari Nagar,1060.0,2.0,1.0,2.0,48.0
Hennur,1160.0,2.0,1.0,2.0,49.0
Sarjapur  Road,1484.0,2.0,0.0,3.0,65.0
Hosa Road,675.0,3.0,1.0,3.0,70.0
Hennur Road,1310.0,2.0,1.0,2.0,66.0
Varthur,2145.0,3.0,2.0,3.0,165.0
Marathahalli,1693.0,3.0,1.0,3.0,125.0
Jigani,1230.0,3.0,3.0,3.0,60.0
Devanahalli,1200.0,3.0,1.0,3.0,145.0
Tumkur Road,1066.0,2.0,2.0,2.0,52.5
Thanisandra,2293.0,3.0,2.0,3.0,80.26
Vittasandra,1246.0,2.0,1.0,2.0,67.4
Vijayanagar,2100.0,6.0,1.0,4.0,252.0
Raja Rajeshwari Nagar,3900.0,6.0,0.0,6.0,195.0
7th Phase JP Nagar,1000.0,2.0,1.0,2.0,70.65
Varthur,1395.0,2.0,3.0,3.0,79.0
Electronic City,1175.0,2.0,1.0,2.0,47.0
Yeshwanthpur,1144.0,2.0,2.0,2.0,67.0
Hormavu,1143.0,2.0,1.0,2.0,53.0
Whitefield,1216.0,2.0,1.0,2.0,75.0
Hennur Road,1552.0,3.0,3.0,3.0,75.0
Bellandur,1785.0,3.0,2.0,3.0,120.0
Whitefield,1060.0,2.0,1.0,2.0,35.0
Nagarbhavi,1523.0,2.0,2.0,3.0,56.0
Kanakpura Road,1591.0,3.0,1.0,3.0,122.0
Yelahanka New Town,450.0,1.0,0.0,1.0,16.0
Bannerghatta Road,1305.0,2.0,2.0,3.0,60.0
Yelahanka,1590.0,3.0,1.0,3.0,54.0
Kaggadasapura,1240.0,2.0,3.0,2.0,45.0
