location,total_sqft,bath,balcony,bhk,price,price_per_square_foot
Hebbal,3895.0,2.0,1.0,4.0,451.0,0.11578947368421053
Kanakpura Road,700.0,2.0,1.0,2.0,34.99,0.049985714285714286
Somasundara Palya,1600.0,3.0,3.0,3.0,68.0,0.0425
Nagarbhavi,1850.0,3.0,2.0,3.0,90.0,0.04864864864864865
Tumkur Road,1250.0,2.0,2.0,2.0,33.0,0.0264
Ramamurthy Nagar,600.0,1.0,1.0,1.0,43.0,0.07166666666666667
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,49.27,0.04321929824561404
Bellandur,982.0,2.0,2.0,2.0,55.0,0.0560081466395112
9th Phase JP Nagar,600.0,1.0,0.0,1.0,20.0,0.03333333333333333
Old Madras Road,2640.0,5.0,1.0,3.0,142.0,0.05378787878787879
Akshaya Nagar,1314.0,2.0,2.0,2.0,68.8,0.052359208523592084
Kengeri,1200.0,3.0,1.0,3.0,67.0,0.05583333333333333
Whitefield,1116.0,2.0,1.0,2.0,51.91,0.046514336917562724
Thanisandra,1241.0,2.0,1.0,3.0,61.0,0.04915390813859791
Hennur,1041.0,2.0,2.0,2.0,40.6,0.03900096061479347
Bommanahalli,1050.0,2.0,2.0,2.0,46.0,0.04380952380952381
Kanakpura Road,1309.0,2.0,3.0,2.0,64.39,0.04919022154316272
Dodda Nekkundi,1128.0,2.0,2.0,2.0,45.0,0.0398936170212766
Raja Rajeshwari Nagar,1430.0,2.0,1.0,3.0,50.0,0.03496503496503497
Old Madras Road,1065.0,2.0,1.0,2.0,47.86,0.04493896713615023
Bellandur,981.0,2.0,2.0,2.0,37.28,0.03800203873598369
Hebbal Kempapura,2302.0,4.0,2.0,4.0,300.0,0.13032145960034752
Hosa Road,1525.84,3.0,1.0,3.0,117.0,0.0766790751323861
Begur Road,1200.0,2.0,2.0,2.0,42.6,0.035500000000000004
Electronic City,1160.0,2.0,1.0,2.0,33.5,0.028879310344827585
Jigani,918.0,2.0,1.0,2.0,49.0,0.05337690631808279
Hebbal,1255.0,2.0,1.0,3.0,90.0,0.07171314741035857
JP Nagar,1150.0,2.0,2.0,3.0,49.9,0.043391304347826086
Indira Nagar,2700.0,3.0,0.0,3.0,324.0,0.12
Whitefield,1227.0,2.0,2.0,2.0,53.49,0.04359413202933986
Hebbal,1255.0,3.0,2.0,3.0,77.68,0.061896414342629484
Panathur,1198.0,2.0,1.0,2.0,82.0,0.06844741235392321
Frazer Town,1700.01,3.0,1.0,3.0,180.0,0.10588173010746996
Thigalarapalya,2072.0,4.0,2.0,3.0,139.0,0.06708494208494209
Sahakara Nagar,2500.0,4.0,0.0,4.0,200.0,0.08
Thigalarapalya,2215.0,4.0,2.0,3.0,160.0,0.07223476297968397
Kanakpura Road,525.0,1.0,1.0,1.0,30.0,0.05714285714285714
Bannerghatta Road,2700.0,4.0,3.0,4.0,260.0,0.0962962962962963
Kudlu Gate,1465.0,2.0,2.0,3.0,49.81,0.034
Ramamurthy Nagar,1006.0,2.0,1.0,2.0,57.0,0.05666003976143141
Electronic City,1128.0,2.0,1.0,2.0,65.7,0.05824468085106383
Banashankari,1390.0,2.0,2.0,2.0,86.0,0.0618705035971223
Marathahalli,2396.0,4.0,2.0,4.0,325.0,0.13564273789649417
Electronic City,1170.0,2.0,1.0,2.0,33.0,0.028205128205128206
Gottigere,1385.0,2.0,2.0,3.0,50.0,0.036101083032490974
Old Madras Road,1160.0,2.0,1.0,2.0,42.0,0.03620689655172414
Electronic City Phase II,1160.0,2.0,1.0,2.0,33.5,0.028879310344827585
Bannerghatta Road,1200.0,2.0,2.0,3.0,69.0,0.0575
Mahadevpura,1475.0,2.0,2.0,2.0,55.0,0.03728813559322034
Sarjapur  Road,1939.0,3.0,0.0,3.0,98.0,0.05054151624548736
7th Phase JP Nagar,850.0,2.0,2.0,2.0,42.0,0.04941176470588235
Balagere,675.0,1.0,1.0,1.0,45.0,0.06666666666666667
Electronic City,1060.0,2.0,1.0,2.0,51.0,0.048113207547169815
Whitefield,1235.0,2.0,2.0,2.0,47.0,0.03805668016194332
Banashankari,1460.0,2.0,3.0,2.0,70.0,0.04794520547945205
Akshaya Nagar,1690.0,3.0,2.0,3.0,85.0,0.05029585798816568
Indira Nagar,850.0,1.0,2.0,1.0,57.0,0.06705882352941177
Kanakpura Road,1843.0,3.0,2.0,3.0,82.0,0.04449267498643516
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,117.0,0.06964285714285715
Kundalahalli,1047.0,2.0,1.0,2.0,84.0,0.08022922636103152
8th Phase JP Nagar,1100.0,2.0,2.0,2.0,35.0,0.031818181818181815
Indira Nagar,3250.0,8.0,1.0,8.0,600.0,0.18461538461538463
Nagarbhavi,1120.0,2.0,3.0,2.0,53.0,0.04732142857142857
Raja Rajeshwari Nagar,1095.0,2.0,2.0,2.0,38.33,0.03500456621004566
Hosa Road,1100.0,2.0,3.0,3.0,85.0,0.07727272727272727
Uttarahalli,1685.0,3.0,2.0,3.0,85.0,0.050445103857566766
Marathahalli,1050.0,2.0,1.0,2.0,65.0,0.06190476190476191
Bannerghatta Road,1465.0,2.0,1.0,3.0,76.0,0.05187713310580205
Kothanur,3401.0,5.0,0.0,4.0,230.0,0.06762716847985886
Electronic City,630.0,1.0,1.0,1.0,60.0,0.09523809523809523
7th Phase JP Nagar,1850.0,3.0,1.0,3.0,150.0,0.08108108108108109
Rajaji Nagar,1440.0,2.0,2.0,2.0,185.0,0.1284722222222222
Kaggadasapura,1140.0,2.0,2.0,2.0,46.0,0.04035087719298246
Hormavu,1617.5,3.0,0.0,3.0,73.595,0.04549922720247295
Gottigere,1410.0,2.0,2.0,2.0,45.0,0.031914893617021274
Mahadevpura,1434.0,2.0,1.0,3.0,67.39,0.04699442119944212
Begur Road,1160.0,2.0,2.0,2.0,42.0,0.03620689655172414
Koramangala,2246.0,3.0,0.0,3.0,300.0,0.13357079252003562
Sarjapur  Road,3785.0,5.0,0.0,4.0,280.0,0.07397622192866579
Kanakpura Road,1550.0,3.0,3.0,3.0,65.11,0.04200645161290323
Yelahanka,1345.0,2.0,1.0,3.0,57.0,0.04237918215613383
Electronic City Phase II,975.0,2.0,2.0,3.0,45.0,0.046153846153846156
HSR Layout,1140.0,2.0,2.0,2.0,46.0,0.04035087719298246
JP Nagar,1152.0,2.0,1.0,2.0,34.56,0.030000000000000002
Old Airport Road,3200.0,4.0,2.0,4.0,700.0,0.21875
Marathahalli,1102.0,2.0,2.0,2.0,53.67,0.04870235934664247
Subramanyapura,1223.0,2.0,2.0,3.0,42.81,0.03500408830744072
Kadugodi,1762.0,3.0,3.0,3.0,112.0,0.06356413166855845
Kengeri Satellite Town,560.0,2.0,1.0,2.0,16.6,0.029642857142857144
KR Puram,2000.0,6.0,0.0,6.0,85.0,0.0425
Electronic City,1410.0,2.0,2.0,3.0,38.0,0.02695035460992908
Thanisandra,1853.0,3.0,1.0,3.0,64.86,0.035002698327037236
Kothanur,1455.0,2.0,0.0,2.0,69.0,0.04742268041237113
Hebbal,1138.0,2.0,1.0,2.0,110.0,0.09666080843585237
Sarjapur  Road,2556.0,3.0,2.0,3.0,169.0,0.0661189358372457
TC Palaya,1200.0,2.0,0.0,3.0,66.5,0.05541666666666667
Thanisandra,2195.84,4.0,2.0,3.0,185.0,0.08425021859516175
Anekal,1200.0,1.0,1.0,2.0,36.0,0.03
Whitefield,1870.0,3.0,2.0,3.0,138.0,0.07379679144385026
Panathur,1199.0,2.0,1.0,2.0,86.0,0.07172643869891576
Kundalahalli,1047.0,2.0,1.0,2.0,83.0,0.07927411652340019
Ramamurthy Nagar,1200.0,2.0,1.0,2.0,76.0,0.06333333333333334
Kengeri Satellite Town,1302.5,2.0,0.0,2.0,44.285,0.033999999999999996
Kengeri,725.0,2.0,1.0,2.0,30.0,0.041379310344827586
Jakkur,1645.0,3.0,1.0,3.0,100.0,0.060790273556231005
Marathahalli,1026.0,2.0,1.0,2.0,49.95,0.048684210526315795
Hosur Road,1766.0,3.0,1.0,3.0,130.0,0.07361268403171008
Jigani,1221.0,3.0,3.0,3.0,52.0,0.042588042588042586
Rachenahalli,680.0,1.0,1.0,1.0,46.0,0.06764705882352941
Sarjapur  Road,1278.0,2.0,2.0,2.0,90.0,0.07042253521126761
Kodichikkanahalli,1025.0,2.0,2.0,2.0,66.0,0.06439024390243903
Whitefield,1175.0,2.0,1.0,2.0,39.0,0.033191489361702124
Sarjapur  Road,975.0,2.0,0.0,2.0,28.275,0.028999999999999998
Sarjapur,625.0,1.0,1.0,1.0,19.0,0.0304
Kaggadasapura,1340.0,3.0,1.0,3.0,66.0,0.049253731343283584
JP Nagar,750.0,1.0,1.0,1.0,52.5,0.07
Mysore Road,900.0,2.0,0.0,2.0,65.0,0.07222222222222222
Electronic City Phase II,1116.0,2.0,2.0,2.0,37.0,0.033154121863799284
Hoodi,948.0,2.0,1.0,2.0,75.0,0.07911392405063292
R.T. Nagar,970.0,2.0,1.0,2.0,55.0,0.05670103092783505
Thanisandra,1200.0,2.0,1.0,3.0,65.0,0.05416666666666667
Bhoganhalli,1760.0,3.0,2.0,3.0,127.0,0.07215909090909091
Sahakara Nagar,1914.0,3.0,3.0,3.0,179.0,0.09352142110762801
Budigere,1820.0,3.0,2.0,3.0,85.5,0.04697802197802198
Budigere,1820.0,3.0,2.0,3.0,93.0,0.0510989010989011
Kalena Agrahara,1565.0,3.0,2.0,3.0,78.0,0.04984025559105431
Begur Road,1334.0,2.0,3.0,2.0,42.69,0.032001499250374814
Jigani,914.0,2.0,2.0,2.0,49.0,0.053610503282275714
Kengeri,500.0,1.0,1.0,1.0,17.0,0.034
Yelahanka,2145.0,3.0,3.0,3.0,125.0,0.05827505827505827
Electronic City,1650.0,3.0,2.0,3.0,100.0,0.06060606060606061
Marathahalli,3940.0,4.0,3.0,4.0,220.0,0.05583756345177665
Electronic City,1020.0,2.0,1.0,2.0,29.45,0.028872549019607844
Bommasandra,1014.0,2.0,1.0,2.0,35.0,0.03451676528599606
Attibele,695.0,1.0,1.0,2.0,25.0,0.03597122302158273
Whitefield,1180.0,2.0,2.0,2.0,41.0,0.03474576271186441
Begur Road,2400.0,4.0,2.0,4.0,152.0,0.06333333333333334
Attibele,850.0,1.0,1.0,2.0,25.0,0.029411764705882353
Banashankari,1200.0,2.0,1.0,2.0,60.0,0.05
Hoodi,1769.0,3.0,3.0,3.0,96.87,0.054759751271905036
Jigani,1199.7,3.0,2.0,4.0,160.0,0.13336667500208385
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Kothanur,627.0,1.0,1.0,1.0,30.0,0.04784688995215311
Frazer Town,2400.0,3.0,2.0,3.0,260.0,0.10833333333333334
Marathahalli,1435.0,3.0,1.0,3.0,73.0,0.050871080139372825
Jakkur,3405.1,6.0,3.0,4.0,400.0,0.11747085254471235
Whitefield,1862.0,3.0,2.0,3.0,125.0,0.06713211600429646
Marathahalli,1220.0,2.0,1.0,2.0,59.0,0.04836065573770492
Haralur Road,1027.0,2.0,2.0,2.0,44.0,0.042843232716650435
Electronic City,1025.0,2.0,1.0,2.0,49.0,0.04780487804878049
Thanisandra,1430.0,2.0,3.0,3.0,54.5,0.03811188811188811
Panathur,1235.0,2.0,3.0,2.0,65.0,0.05263157894736842
Kanakpura Road,1498.0,3.0,2.0,3.0,95.0,0.06341789052069426
Sarjapur  Road,2180.0,3.0,2.0,3.0,240.0,0.11009174311926606
Electronic City,1000.0,2.0,1.0,2.0,29.7,0.0297
Raja Rajeshwari Nagar,1235.0,2.0,1.0,2.0,75.0,0.06072874493927125
Whitefield,2403.0,5.0,0.0,4.0,360.0,0.149812734082397
Sarjapur  Road,984.0,2.0,1.0,2.0,45.91,0.04665650406504065
Sarjapur  Road,1305.0,2.0,1.0,2.0,99.0,0.07586206896551724
Hebbal,2790.0,5.0,3.0,4.0,204.0,0.07311827956989247
Old Madras Road,2010.0,3.0,2.0,4.0,125.0,0.06218905472636816
Electronics City Phase 1,995.0,2.0,0.0,2.0,42.0,0.04221105527638191
7th Phase JP Nagar,1236.0,2.0,2.0,2.0,61.33,0.049619741100323626
Akshaya Nagar,1265.0,2.0,3.0,2.0,67.0,0.052964426877470355
Kanakpura Road,525.0,1.0,0.0,1.0,27.0,0.05142857142857143
Hennur Road,2400.0,5.0,3.0,4.0,390.0,0.1625
Bellandur,1205.0,2.0,1.0,2.0,59.0,0.04896265560165975
Electronic City,1449.0,3.0,2.0,3.0,90.0,0.062111801242236024
Kaggadasapura,2100.0,5.0,0.0,5.0,150.0,0.07142857142857142
Uttarahalli,1390.0,2.0,3.0,3.0,62.55,0.045
JP Nagar,1200.0,2.0,3.0,2.0,78.0,0.065
BTM 2nd Stage,1000.0,2.0,2.0,2.0,58.0,0.058
Devanahalli,2400.0,5.0,2.0,4.0,190.0,0.07916666666666666
Thanisandra,1732.0,3.0,1.0,3.0,85.73,0.049497690531177835
Banashankari,1290.0,2.0,2.0,2.0,80.0,0.06201550387596899
Kudlu,1455.0,2.0,3.0,3.0,60.0,0.041237113402061855
Old Airport Road,2774.0,4.0,3.0,4.0,208.0,0.07498197548666186
Whitefield,1655.0,3.0,1.0,3.0,113.0,0.06827794561933535
Haralur Road,2805.0,5.0,3.0,4.0,160.0,0.0570409982174688
Akshaya Nagar,1126.0,2.0,1.0,2.0,55.0,0.04884547069271759
Hebbal,1250.0,2.0,1.0,2.0,55.55,0.04444
Whitefield,530.0,1.0,1.0,1.0,29.44,0.055547169811320754
Sarjapur,2585.5,4.0,0.0,4.0,139.5,0.053954747631019144
Uttarahalli,1490.0,2.0,2.0,3.0,59.6,0.04
Ramagondanahalli,1295.0,2.0,2.0,2.0,95.0,0.07335907335907337
Devanahalli,1200.0,1.0,0.0,1.0,95.0,0.07916666666666666
Bellandur,1063.0,2.0,1.0,2.0,58.0,0.05456255879586077
Balagere,656.0,1.0,1.0,1.0,43.0,0.06554878048780488
Marathahalli,881.0,2.0,1.0,2.0,48.06,0.054551645856980704
Bisuvanahalli,700.0,1.0,1.0,2.0,32.0,0.045714285714285714
Hosa Road,1680.0,3.0,1.0,3.0,101.0,0.06011904761904762
Rajaji Nagar,1640.0,3.0,3.0,3.0,230.0,0.1402439024390244
Mysore Road,1082.0,3.0,2.0,3.0,50.0,0.04621072088724584
Electronic City,1065.0,2.0,1.0,2.0,30.75,0.028873239436619718
Electronic City,1070.0,2.0,1.0,2.0,58.0,0.05420560747663551
Raja Rajeshwari Nagar,1280.0,3.0,2.0,3.0,57.6,0.045
Electronic City Phase II,1125.0,2.0,1.0,2.0,29.25,0.026
Sarjapur  Road,1755.0,3.0,2.0,3.0,122.0,0.06951566951566951
Electronic City,1210.0,2.0,1.0,2.0,54.0,0.04462809917355372
Talaghattapura,951.0,2.0,2.0,2.0,30.43,0.031997896950578336
Electronic City,1500.0,2.0,1.0,3.0,75.0,0.05
Yeshwanthpur,1381.0,2.0,2.0,3.0,76.18,0.05516292541636496
Whitefield,1085.0,2.0,1.0,2.0,57.0,0.052534562211981564
Whitefield,905.0,1.0,1.0,1.0,50.0,0.055248618784530384
Hennur Road,1685.0,3.0,2.0,3.0,95.0,0.05637982195845697
Somasundara Palya,1200.0,2.0,2.0,2.0,75.0,0.0625
Brookefield,3532.0,3.0,3.0,4.0,170.0,0.04813137032842582
Kanakpura Road,1665.0,3.0,2.0,3.0,86.91,0.052198198198198195
Kengeri Satellite Town,800.0,2.0,1.0,2.0,40.0,0.05
Hoodi,1257.0,2.0,1.0,2.0,71.03,0.056507557677008755
Whitefield,1600.0,3.0,2.0,3.0,82.0,0.05125
Jakkur,1650.0,3.0,2.0,3.0,111.0,0.06727272727272728
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Yelahanka New Town,680.0,1.0,1.0,2.0,80.0,0.11764705882352941
Koramangala,1300.0,2.0,2.0,2.0,82.0,0.06307692307692307
KR Puram,1000.0,2.0,1.0,2.0,44.5,0.0445
Mahadevpura,1146.0,2.0,1.0,2.0,53.8,0.04694589877835951
Indira Nagar,2601.0,4.0,0.0,3.0,312.0,0.11995386389850057
Whitefield,1255.0,2.0,2.0,2.0,40.0,0.03187250996015936
Hebbal Kempapura,1130.0,2.0,2.0,2.0,60.0,0.05309734513274336
Sarjapur  Road,1040.0,2.0,1.0,2.0,37.0,0.035576923076923075
Uttarahalli,1180.0,2.0,1.0,2.0,41.3,0.034999999999999996
KR Puram,1200.0,2.0,3.0,2.0,47.0,0.03916666666666667
Sarjapur  Road,1374.0,3.0,2.0,3.0,51.0,0.03711790393013101
Whitefield,630.5,1.0,0.0,1.0,32.15,0.05099127676447264
Haralur Road,1027.0,2.0,2.0,2.0,44.0,0.042843232716650435
Jalahalli,2384.0,4.0,2.0,3.0,165.0,0.06921140939597316
Electronic City,1033.0,2.0,2.0,3.0,28.41,0.02750242013552759
Yelahanka,1200.0,2.0,1.0,2.0,54.0,0.045
Haralur Road,2017.0,3.0,2.0,3.0,105.0,0.05205751115518096
Kanakpura Road,1495.0,2.0,2.0,3.0,52.33,0.03500334448160535
Kothanur,1302.0,2.0,1.0,2.0,68.5,0.05261136712749616
Whitefield,905.0,1.0,1.0,1.0,52.0,0.057458563535911604
Raja Rajeshwari Nagar,1303.0,2.0,1.0,2.0,55.79,0.04281657712970069
Electronics City Phase 1,1350.0,3.0,0.0,3.0,71.0,0.052592592592592594
Gottigere,1380.0,2.0,2.0,3.0,95.0,0.06884057971014493
Harlur,1620.0,3.0,1.0,3.0,110.0,0.06790123456790123
Sarjapur  Road,1000.0,2.0,1.0,2.0,38.5,0.0385
Thanisandra,1250.0,1.0,1.0,2.0,54.0,0.0432
Anekal,997.0,3.0,2.0,3.0,55.0,0.055165496489468405
Kothanur,1760.0,3.0,0.0,3.0,111.0,0.06306818181818181
Yelahanka,1322.0,2.0,2.0,2.0,75.0,0.056732223903177004
Sahakara Nagar,1500.0,3.0,2.0,3.0,125.0,0.08333333333333333
Kaggadasapura,1256.0,2.0,2.0,3.0,50.0,0.03980891719745223
Brookefield,941.0,2.0,2.0,2.0,48.0,0.05100956429330499
Kanakpura Road,1665.0,3.0,2.0,3.0,86.58,0.052
Hennur Road,1414.0,2.0,0.0,2.0,84.18,0.05953323903818954
Chikkalasandra,1270.0,2.0,3.0,3.0,55.25,0.04350393700787401
Kanakpura Road,712.0,1.0,1.0,1.0,38.44,0.053988764044943814
Rajaji Nagar,2648.0,5.0,0.0,4.0,251.5,0.09497734138972809
TC Palaya,900.0,2.0,0.0,2.0,55.0,0.06111111111111111
Hebbal,1200.0,2.0,1.0,2.0,49.0,0.04083333333333333
Kengeri Satellite Town,654.0,1.0,1.0,1.0,22.0,0.03363914373088685
Uttarahalli,1380.0,2.0,1.0,2.0,42.0,0.030434782608695653
Hebbal,1088.0,2.0,2.0,2.0,62.0,0.05698529411764706
Harlur,1414.0,3.0,2.0,3.0,77.5,0.05480905233380481
Kothanur,1185.0,2.0,2.0,2.0,58.0,0.048945147679324896
Whitefield,1200.0,3.0,2.0,3.0,57.15,0.047625
Electronic City,1070.0,2.0,1.0,2.0,52.0,0.048598130841121495
Sahakara Nagar,1100.0,2.0,1.0,2.0,55.0,0.05
Hegde Nagar,1179.0,2.0,2.0,2.0,49.35,0.041857506361323155
Vittasandra,1650.0,3.0,1.0,3.0,84.0,0.05090909090909091
Marathahalli,1130.0,2.0,2.0,3.0,58.0,0.05132743362831858
JP Nagar,1850.0,2.0,0.0,3.0,110.0,0.05945945945945946
Hennur,1340.0,3.0,2.0,3.0,54.24,0.04047761194029851
Banashankari,2582.0,5.0,2.0,3.0,250.0,0.09682416731216112
Channasandra,1160.0,2.0,1.0,2.0,55.0,0.04741379310344827
JP Nagar,1100.0,2.0,1.0,2.0,45.0,0.04090909090909091
Vijayanagar,1484.0,3.0,2.0,3.0,79.19,0.05336253369272237
Green Glen Layout,1630.0,3.0,2.0,3.0,68.0,0.04171779141104295
Whitefield,1451.0,2.0,2.0,3.0,52.43,0.03613370089593384
Kanakpura Road,1330.0,2.0,1.0,2.0,107.0,0.08045112781954887
Thanisandra,2127.0,3.0,2.0,3.0,135.0,0.06346967559943582
Sarjapur  Road,1173.0,2.0,2.0,3.0,45.75,0.03900255754475703
Electronics City Phase 1,1445.0,2.0,1.0,3.0,56.0,0.03875432525951557
Thanisandra,2336.5,3.0,0.0,3.0,115.89,0.049599828803766316
JP Nagar,1197.0,2.0,1.0,2.0,47.88,0.04
Sarjapur  Road,3930.0,7.0,0.0,5.0,329.0,0.08371501272264631
Kanakpura Road,1450.0,3.0,3.0,3.0,62.4,0.043034482758620686
Whitefield,1187.0,2.0,1.0,2.0,37.85,0.031887110362257796
Channasandra,1050.0,2.0,2.0,2.0,41.0,0.039047619047619046
Panathur,1370.0,2.0,2.0,3.0,54.8,0.04
Yelahanka,1036.0,2.0,2.0,2.0,39.37,0.0380019305019305
JP Nagar,1275.0,3.0,2.0,3.0,41.2,0.03231372549019608
Old Madras Road,2010.0,3.0,2.0,4.0,115.0,0.05721393034825871
Thigalarapalya,1418.0,2.0,2.0,2.0,106.0,0.07475317348377997
Thanisandra,1265.0,2.0,2.0,2.0,46.6,0.03683794466403162
Dodda Nekkundi,1148.0,2.0,1.0,2.0,56.0,0.04878048780487805
Kudlu,1293.0,2.0,2.0,3.0,85.0,0.065738592420727
TC Palaya,1200.0,2.0,0.0,3.0,66.0,0.055
HSR Layout,1126.0,2.0,1.0,2.0,69.0,0.06127886323268206
Vidyaranyapura,1440.0,2.0,0.0,3.0,70.0,0.04861111111111111
Ramamurthy Nagar,1300.0,2.0,2.0,3.0,52.0,0.04
Thanisandra,1276.0,2.0,2.0,2.0,75.0,0.05877742946708464
Whitefield,1216.0,2.0,1.0,2.0,83.0,0.06825657894736842
Raja Rajeshwari Nagar,1162.0,2.0,0.0,2.0,65.0,0.05593803786574871
Whitefield,1301.0,2.0,2.0,2.0,65.0,0.04996156802459646
Devanahalli,658.0,1.0,1.0,1.0,34.0,0.05167173252279635
Sahakara Nagar,1350.0,3.0,1.0,3.0,250.0,0.18518518518518517
Whitefield,2500.0,3.0,2.0,3.0,280.0,0.112
Chandapura,1208.51,3.0,2.0,3.0,42.0,0.034753539482503246
Raja Rajeshwari Nagar,1133.0,2.0,2.0,2.0,38.41,0.033901147396293026
Bisuvanahalli,1075.0,2.0,1.0,3.0,52.0,0.04837209302325581
Sarjapur,940.0,2.0,1.0,2.0,25.38,0.027
Bannerghatta Road,1302.5,2.0,0.0,2.0,67.73,0.052000000000000005
Malleshwaram,2475.0,4.0,3.0,3.0,326.0,0.1317171717171717
Hosakerehalli,1200.0,1.0,0.0,1.0,150.0,0.125
Jigani,2420.0,4.0,1.0,4.0,190.0,0.07851239669421488
Tumkur Road,1459.0,2.0,1.0,3.0,110.0,0.07539410555174778
Jakkur,1622.0,2.0,0.0,3.0,80.0,0.04932182490752158
Kanakpura Road,1843.0,3.0,2.0,3.0,85.0,0.04612045577862181
Begur Road,1565.0,2.0,2.0,3.0,57.91,0.03700319488817891
Lakshminarayana Pura,1695.0,3.0,2.0,3.0,150.0,0.08849557522123894
Kengeri Satellite Town,1060.0,2.0,3.0,2.0,42.0,0.03962264150943396
Sarjapur  Road,1120.0,2.0,2.0,2.0,50.0,0.044642857142857144
Hosa Road,880.0,2.0,0.0,2.0,50.0,0.056818181818181816
Jalahalli,1083.0,2.0,1.0,2.0,32.49,0.030000000000000002
Dodda Nekkundi,1435.0,3.0,3.0,3.0,57.2,0.03986062717770035
Thanisandra,693.0,1.0,1.0,1.0,34.3,0.04949494949494949
Kengeri,600.0,3.0,1.0,3.0,90.0,0.15
Electronic City,2435.0,4.0,3.0,4.0,119.0,0.04887063655030801
Electronic City,630.0,1.0,1.0,1.0,47.0,0.0746031746031746
Bisuvanahalli,1075.0,2.0,1.0,3.0,50.0,0.046511627906976744
Mahadevpura,1532.0,2.0,2.0,2.0,62.0,0.04046997389033943
Sarjapur  Road,1530.0,2.0,2.0,3.0,60.0,0.0392156862745098
Kasavanhalli,1105.0,2.0,2.0,2.0,42.0,0.03800904977375565
Harlur,1630.0,3.0,1.0,3.0,95.1,0.05834355828220859
5th Phase JP Nagar,1256.0,2.0,1.0,2.0,62.8,0.049999999999999996
Brookefield,1595.0,2.0,3.0,3.0,75.0,0.047021943573667714
7th Phase JP Nagar,1000.0,2.0,2.0,2.0,53.0,0.053
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88,0.02888
Uttarahalli,1737.0,2.0,3.0,3.0,95.0,0.05469199769717904
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88,0.02888
Hosakerehalli,3600.0,6.0,1.0,8.0,145.0,0.04027777777777778
Mysore Road,883.0,2.0,1.0,2.0,50.0,0.056625141562853906
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Whitefield,1330.0,2.0,2.0,3.0,55.0,0.041353383458646614
Rajaji Nagar,3730.0,4.0,3.0,4.0,370.0,0.09919571045576407
Harlur,1459.0,3.0,2.0,3.0,135.0,0.09252912954078135
Thanisandra,2259.0,5.0,2.0,4.0,135.0,0.05976095617529881
JP Nagar,2700.0,4.0,1.0,7.0,160.0,0.05925925925925926
Rajaji Nagar,1800.0,2.0,2.0,3.0,250.0,0.1388888888888889
Rajaji Nagar,3100.0,4.0,3.0,4.0,550.0,0.1774193548387097
Yelahanka,1405.0,2.0,0.0,2.0,50.58,0.036
Yelahanka,602.0,1.0,1.0,1.0,26.0,0.04318936877076412
Marathahalli,1710.0,3.0,2.0,3.0,100.0,0.05847953216374269
JP Nagar,1500.0,2.0,3.0,3.0,82.0,0.05466666666666667
Raja Rajeshwari Nagar,1151.0,2.0,1.0,2.0,49.0,0.04257167680278019
Bannerghatta Road,1200.0,2.0,2.0,2.0,65.0,0.05416666666666667
Thanisandra,1265.0,2.0,1.0,2.0,78.0,0.0616600790513834
Sarjapur  Road,1700.0,3.0,2.0,3.0,93.5,0.055
Ramamurthy Nagar,1600.0,3.0,0.0,3.0,75.0,0.046875
R.T. Nagar,1560.0,3.0,3.0,3.0,125.0,0.08012820512820513
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Sarjapur  Road,1403.0,3.0,1.0,3.0,56.0,0.03991446899501069
Tumkur Road,1416.0,3.0,1.0,3.0,94.0,0.06638418079096045
Kanakpura Road,1628.0,2.0,2.0,2.0,68.0,0.04176904176904177
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,125.0,0.0744047619047619
Doddathoguru,1595.0,3.0,3.0,3.0,62.0,0.038871473354231974
Kanakpura Road,1507.0,2.0,3.0,3.0,95.0,0.0630391506303915
Frazer Town,2560.0,3.0,0.0,3.0,288.0,0.1125
Hennur Road,1949.0,3.0,1.0,3.0,133.0,0.06824012314007183
BTM 2nd Stage,800.0,2.0,1.0,2.0,175.0,0.21875
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88,0.02888
Hosakerehalli,2480.0,3.0,2.0,3.0,245.0,0.09879032258064516
Bommanahalli,1290.0,2.0,1.0,2.0,73.0,0.056589147286821705
Yelahanka,1100.0,2.0,1.0,2.0,60.0,0.05454545454545454
Electronics City Phase 1,995.0,2.0,1.0,2.0,49.8,0.0500502512562814
Rajaji Nagar,3526.0,4.0,3.0,4.0,598.0,0.16959727736812252
Gottigere,1425.0,2.0,2.0,3.0,47.0,0.03298245614035088
Uttarahalli,1385.0,2.0,2.0,3.0,48.48,0.035003610108303246
Haralur Road,1520.0,2.0,2.0,3.0,90.0,0.05921052631578947
Sarjapur  Road,1060.0,2.0,1.0,2.0,55.0,0.05188679245283019
Raja Rajeshwari Nagar,1267.0,2.0,1.0,2.0,54.35,0.042896606156274664
Whitefield,1155.0,2.0,2.0,2.0,55.0,0.047619047619047616
