location,total_sqft,bath,balcony,bhk,price,price_per_square_foot
CV Raman Nagar,705.0,2.0,1.0,1.0,50.0,0.07092198581560284
Electronic City,1575.0,3.0,3.0,3.0,101.0,0.06412698412698413
Hebbal,1100.0,2.0,1.0,2.0,54.0,0.04909090909090909
Electronics City Phase 1,1305.0,2.0,1.0,2.0,67.0,0.05134099616858238
Whitefield,2830.0,5.0,2.0,4.0,160.0,0.05653710247349823
Bellandur,1830.0,3.0,3.0,3.0,89.0,0.048633879781420766
Whitefield,1158.0,2.0,1.0,2.0,55.0,0.047495682210708115
Kundalahalli,1291.0,2.0,3.0,2.0,49.0,0.037955073586367155
Ramagondanahalli,1910.0,3.0,2.0,3.0,142.0,0.0743455497382199
Budigere,1153.0,2.0,2.0,2.0,60.0,0.05203816131830009
Uttarahalli,1325.0,2.0,1.0,2.0,53.0,0.04
Hormavu,860.0,2.0,0.0,2.0,56.0,0.06511627906976744
Chandapura,985.0,2.0,1.0,2.0,25.12,0.02550253807106599
Hegde Nagar,1341.0,2.0,1.0,2.0,97.0,0.07233407904548844
Haralur Road,1444.0,2.0,1.0,3.0,80.0,0.055401662049861494
Electronic City Phase II,1140.0,2.0,1.0,2.0,33.06,0.029
Yelahanka,1036.0,2.0,3.0,2.0,39.35,0.03798262548262549
Bisuvanahalli,845.0,2.0,0.0,2.0,34.0,0.040236686390532544
Sarjapur  Road,3200.0,4.0,1.0,4.0,350.0,0.109375
Old Madras Road,1859.0,3.0,2.0,3.0,121.0,0.0650887573964497
Ramamurthy Nagar,1355.0,2.0,0.0,3.0,40.0,0.02952029520295203
Kengeri,726.0,2.0,1.0,2.0,31.0,0.04269972451790634
Yelahanka,1825.0,3.0,1.0,3.0,105.0,0.057534246575342465
Vidyaranyapura,1200.0,2.0,2.0,3.0,65.0,0.05416666666666667
Sarjapur  Road,1278.0,2.0,2.0,2.0,95.0,0.07433489827856025
Kundalahalli,1800.0,3.0,3.0,3.0,80.0,0.044444444444444446
Hennur Road,1053.0,2.0,1.0,2.0,53.0,0.050332383665717
Hegde Nagar,1703.0,3.0,2.0,3.0,113.0,0.06635349383440986
Thanisandra,1305.0,2.0,2.0,2.0,90.0,0.06896551724137931
Whitefield,2882.0,5.0,1.0,4.0,200.0,0.06939625260235947
Hennur Road,2182.0,3.0,2.0,3.0,72.04,0.03301558203483043
Old Madras Road,935.0,2.0,1.0,2.0,45.0,0.0481283422459893
HSR Layout,3500.0,5.0,0.0,5.0,350.0,0.1
Hegde Nagar,1718.0,3.0,2.0,3.0,130.0,0.07566938300349244
Whitefield,1836.0,3.0,2.0,3.0,125.0,0.06808278867102396
Jigani,1230.0,3.0,3.0,3.0,54.0,0.04390243902439024
Whitefield,3200.0,4.0,3.0,4.0,224.0,0.07
Sarjapur,649.5,1.0,0.0,1.0,17.535,0.02699769053117783
Electronic City,1111.0,3.0,1.0,3.0,50.0,0.045004500450045004
Brookefield,1588.0,2.0,3.0,2.0,58.0,0.036523929471032744
Thigalarapalya,2215.0,4.0,2.0,3.0,157.0,0.0708803611738149
Raja Rajeshwari Nagar,1550.0,3.0,3.0,3.0,52.45,0.03383870967741936
Talaghattapura,1100.0,2.0,0.0,2.0,32.0,0.02909090909090909
Marathahalli,1095.0,2.0,1.0,2.0,60.0,0.0547945205479452
Indira Nagar,1700.0,3.0,2.0,3.0,150.0,0.08823529411764706
Hennur Road,1414.0,2.0,0.0,2.0,84.18,0.05953323903818954
Yeshwanthpur,1167.0,2.0,2.0,2.0,64.08,0.054910025706940875
HSR Layout,1140.0,2.0,2.0,2.0,46.0,0.04035087719298246
Kaggadasapura,1035.0,2.0,2.0,2.0,45.5,0.04396135265700483
Kengeri,787.0,2.0,1.0,2.0,31.0,0.03939008894536213
HSR Layout,1289.0,2.0,0.0,2.0,70.0,0.05430566330488751
Kengeri,1320.0,2.0,1.0,2.0,50.0,0.03787878787878788
Marathahalli,1839.0,3.0,2.0,3.0,130.0,0.07069059271343121
Begur Road,644.0,1.0,1.0,1.0,40.0,0.062111801242236024
Whitefield,1370.0,2.0,2.0,2.0,56.0,0.040875912408759124
Kalena Agrahara,900.0,2.0,1.0,2.0,40.0,0.044444444444444446
Ambalipura,1230.0,2.0,2.0,2.0,66.25,0.05386178861788618
Rajaji Nagar,1555.0,3.0,2.0,3.0,125.0,0.08038585209003216
Hebbal,1320.0,2.0,1.0,2.0,91.0,0.06893939393939394
Mahadevpura,3555.0,4.0,1.0,4.0,230.0,0.06469760900140648
Sarjapur  Road,3385.5,6.0,0.0,4.0,142.0,0.041943582927189485
Marathahalli,1937.0,3.0,2.0,3.0,140.0,0.07227671657201859
Ramamurthy Nagar,600.0,3.0,2.0,2.0,45.0,0.075
Sarjapur,2238.0,3.0,1.0,3.0,140.0,0.06255585344057193
Raja Rajeshwari Nagar,1530.0,3.0,3.0,3.0,64.86,0.0423921568627451
7th Phase JP Nagar,1175.0,2.0,1.0,2.0,82.0,0.06978723404255319
Bannerghatta Road,1200.0,2.0,2.0,2.0,75.0,0.0625
Whitefield,1173.0,2.0,1.0,2.0,60.0,0.05115089514066496
Rajaji Nagar,1640.0,3.0,2.0,3.0,251.0,0.15304878048780488
Kanakpura Road,1450.0,3.0,3.0,3.0,60.91,0.042006896551724134
Whitefield,1195.0,2.0,1.0,2.0,70.0,0.058577405857740586
Jigani,924.0,2.0,2.0,2.0,65.0,0.07034632034632035
Whitefield,950.0,1.0,1.0,1.0,50.0,0.05263157894736842
Hebbal,1390.0,2.0,2.0,2.0,95.0,0.0683453237410072
Electronic City,1350.0,3.0,2.0,3.0,58.0,0.04296296296296296
Panathur,1040.0,2.0,1.0,2.0,41.6,0.04
Akshaya Nagar,1690.0,3.0,2.0,3.0,85.0,0.05029585798816568
8th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33,0.038
Hormavu,1200.0,3.0,0.0,2.0,70.0,0.058333333333333334
Hosa Road,1133.0,2.0,1.0,2.0,52.0,0.04589585172109444
8th Phase JP Nagar,1089.0,2.0,1.0,2.0,43.55,0.03999081726354453
Sarjapur  Road,1340.0,2.0,0.0,2.0,75.0,0.055970149253731345
Mysore Road,1020.0,2.0,1.0,2.0,48.95,0.04799019607843138
Whitefield,1778.0,3.0,2.0,3.0,122.0,0.0686164229471316
Electronic City Phase II,993.0,2.0,2.0,3.0,50.0,0.050352467270896276
Electronic City,1100.0,2.0,1.0,2.0,41.0,0.03727272727272727
Kanakpura Road,900.0,2.0,1.0,2.0,41.0,0.04555555555555556
Green Glen Layout,1075.0,2.0,1.0,2.0,60.0,0.05581395348837209
Budigere,1820.0,3.0,2.0,3.0,93.0,0.0510989010989011
Bhoganhalli,1610.0,3.0,2.0,3.0,84.53,0.05250310559006211
Hennur,1000.0,3.0,1.0,3.0,130.0,0.13
Koramangala,1325.0,2.0,2.0,2.0,119.0,0.08981132075471698
Thanisandra,1056.0,2.0,1.0,2.0,75.0,0.07102272727272728
Bisuvanahalli,845.0,2.0,1.0,2.0,37.0,0.04378698224852071
Electronic City,1355.0,2.0,1.0,2.0,97.6,0.07202952029520295
Sarjapur  Road,1700.0,3.0,2.0,3.0,93.5,0.055
7th Phase JP Nagar,1450.0,2.0,1.0,3.0,100.0,0.06896551724137931
Hennur Road,1155.0,2.0,1.0,2.0,69.18,0.0598961038961039
Marathahalli,1583.0,3.0,3.0,3.0,105.0,0.06632975363234365
CV Raman Nagar,1590.0,2.0,3.0,3.0,85.0,0.05345911949685535
Raja Rajeshwari Nagar,1141.0,2.0,2.0,2.0,38.55,0.03378615249780894
JP Nagar,1060.0,2.0,2.0,2.0,33.95,0.032028301886792454
Hennur Road,1155.0,2.0,1.0,2.0,69.18,0.0598961038961039
BTM 2nd Stage,1250.0,3.0,1.0,3.0,50.0,0.04
Bisuvanahalli,1075.0,2.0,1.0,3.0,35.0,0.03255813953488372
Bellandur,1195.0,2.0,2.0,2.0,51.0,0.042677824267782424
Jigani,933.0,2.0,2.0,2.0,43.0,0.04608788853161844
Electronics City Phase 1,630.0,1.0,1.0,1.0,39.0,0.06190476190476191
Channasandra,1115.0,2.0,1.0,2.0,35.8,0.032107623318385646
Electronic City,1090.0,2.0,2.0,2.0,35.03,0.032137614678899085
Rajaji Nagar,3539.5,4.0,0.0,4.0,424.5,0.11993219381268541
Raja Rajeshwari Nagar,1270.0,2.0,2.0,2.0,62.0,0.048818897637795275
Yelahanka New Town,1541.0,3.0,3.0,3.0,80.0,0.05191434133679429
Electronic City,1096.0,2.0,2.0,2.0,40.55,0.036998175182481746
Balagere,656.0,1.0,1.0,1.0,53.0,0.08079268292682927
Marathahalli,2489.0,3.0,0.0,3.0,94.0,0.03776617115307352
Chandapura,1225.0,3.0,1.0,3.0,33.08,0.02700408163265306
Hebbal,3450.0,5.0,0.0,3.0,348.0,0.10086956521739131
Kadugodi,950.0,3.0,1.0,3.0,80.0,0.08421052631578947
Bannerghatta Road,1450.0,3.0,1.0,3.0,44.0,0.030344827586206897
Electronic City,1599.0,3.0,2.0,3.0,125.0,0.07817385866166354
Banashankari,1185.0,2.0,2.0,2.0,67.0,0.056540084388185655
Varthur,1250.0,2.0,2.0,2.0,47.0,0.0376
Hormavu,1260.0,2.0,2.0,2.0,35.0,0.027777777777777776
Bannerghatta Road,1660.0,3.0,3.0,3.0,80.0,0.04819277108433735
Sarjapur  Road,715.0,1.0,2.0,1.0,29.0,0.04055944055944056
Thanisandra,1573.0,3.0,2.0,3.0,95.0,0.06039415130324221
Yelahanka,1267.0,3.0,1.0,2.0,78.0,0.06156274664561957
Hennur,1640.0,3.0,2.0,3.0,120.0,0.07317073170731707
Uttarahalli,1390.0,2.0,2.0,3.0,62.55,0.045
Gottigere,1500.0,3.0,2.0,3.0,63.0,0.042
Electronic City,1644.0,3.0,2.0,3.0,92.59,0.05631995133819952
Uttarahalli,1590.0,3.0,2.0,3.0,57.0,0.035849056603773584
Bellandur,1195.0,2.0,1.0,2.0,52.0,0.04351464435146443
Indira Nagar,1500.0,3.0,3.0,3.0,120.0,0.08
Sarjapur  Road,1850.0,3.0,3.0,3.0,140.0,0.07567567567567568
KR Puram,2283.0,4.0,0.0,4.0,121.0,0.05300043802014893
Hosa Road,1532.0,3.0,2.0,3.0,98.13,0.06405352480417754
Bannerghatta Road,905.0,2.0,1.0,2.0,58.0,0.06408839779005525
Marathahalli,1350.0,2.0,1.0,2.0,89.0,0.06592592592592593
Panathur,1398.0,2.0,1.0,2.0,97.0,0.06938483547925609
Kasavanhalli,1200.0,2.0,3.0,3.0,38.4,0.032
Whitefield,1180.0,2.0,2.0,2.0,70.0,0.059322033898305086
Vittasandra,1246.0,2.0,1.0,2.0,67.4,0.05409309791332264
9th Phase JP Nagar,1050.0,2.0,2.0,2.0,35.0,0.03333333333333333
Lakshminarayana Pura,1180.0,2.0,2.0,2.0,75.0,0.0635593220338983
Balagere,645.0,1.0,1.0,1.0,34.18,0.0529922480620155
Kanakpura Road,1495.0,2.0,2.0,3.0,52.33,0.03500334448160535
Subramanyapura,1260.0,2.0,1.0,3.0,80.0,0.06349206349206349
Sarjapur  Road,1157.0,2.0,1.0,3.0,53.99,0.0466637856525497
Kanakpura Road,1339.0,2.0,2.0,2.0,58.0,0.043315907393577296
Malleshwaram,2520.0,3.0,2.0,3.0,150.0,0.05952380952380952
Lakshminarayana Pura,1195.0,2.0,1.0,2.0,75.0,0.06276150627615062
Hormavu,1100.0,2.0,3.0,2.0,38.0,0.034545454545454546
Jakkur,1290.0,2.0,1.0,2.0,80.0,0.06201550387596899
Yeshwanthpur,1855.0,3.0,3.0,3.0,140.0,0.07547169811320754
Sarjapur  Road,1308.0,2.0,1.0,2.0,83.0,0.06345565749235474
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2.0,55.79,0.04281657712970069
Koramangala,1005.0,1.0,1.0,2.0,110.0,0.10945273631840796
Panathur,1230.0,2.0,1.0,2.0,80.0,0.06504065040650407
Hebbal Kempapura,1200.0,3.0,2.0,4.0,148.0,0.12333333333333334
Kanakapura,938.0,1.0,1.0,1.0,50.0,0.053304904051172705
Mahadevpura,1505.0,3.0,2.0,3.0,78.0,0.051827242524916946
Whitefield,1330.0,2.0,1.0,2.0,71.0,0.05338345864661654
Sarjapur  Road,2275.0,4.0,2.0,3.0,182.0,0.08
BTM 2nd Stage,1147.0,2.0,1.0,2.0,75.0,0.06538796861377506
Bellandur,1281.0,2.0,1.0,2.0,74.0,0.05776736924277908
Budigere,1153.0,2.0,2.0,2.0,56.5,0.049002601908065914
Whitefield,1738.0,2.0,3.0,3.0,79.0,0.045454545454545456
Hoodi,2118.0,4.0,2.0,4.0,111.0,0.05240793201133145
Hosur Road,660.0,1.0,1.0,1.0,23.0,0.03484848484848485
Green Glen Layout,1728.0,3.0,2.0,3.0,125.0,0.07233796296296297
Koramangala,1580.0,3.0,2.0,3.0,160.0,0.10126582278481013
Whitefield,1030.0,2.0,2.0,2.0,44.0,0.04271844660194175
Electronic City,1128.0,2.0,1.0,2.0,65.5,0.05806737588652482
Electronic City,1127.0,2.0,2.0,2.0,32.0,0.02839396628216504
Whitefield,3010.0,3.0,2.0,3.0,200.0,0.0664451827242525
KR Puram,1827.0,3.0,2.0,3.0,97.0,0.05309250136836344
Harlur,1755.0,3.0,2.0,3.0,130.0,0.07407407407407407
Electronic City,1360.0,2.0,1.0,3.0,75.0,0.05514705882352941
Whitefield,1396.0,3.0,1.0,3.0,74.0,0.05300859598853868
7th Phase JP Nagar,1100.0,2.0,1.0,2.0,44.0,0.04
Electronic City,825.0,2.0,1.0,2.0,35.0,0.04242424242424243
Bisuvanahalli,1075.0,2.0,1.0,3.0,45.0,0.04186046511627907
Yelahanka,1180.0,2.0,1.0,2.0,56.0,0.04745762711864407
Yeshwanthpur,1163.0,2.0,2.0,2.0,64.08,0.055098882201203785
Vittasandra,1404.0,2.0,1.0,2.0,75.0,0.053418803418803416
HSR Layout,1145.0,2.0,2.0,2.0,46.0,0.04017467248908297
Kundalahalli,2500.0,5.0,2.0,4.0,350.0,0.14
Kasavanhalli,1719.0,3.0,2.0,3.0,71.0,0.04130308318789994
Raja Rajeshwari Nagar,1240.0,2.0,1.0,2.0,53.27,0.042959677419354844
Jakkur,1819.18,3.0,2.0,3.0,168.0,0.09234930023417144
Subramanyapura,1330.0,3.0,2.0,3.0,72.0,0.05413533834586466
Horamavu Agara,755.0,2.0,1.0,2.0,37.49,0.04965562913907285
Bisuvanahalli,1075.0,2.0,1.0,3.0,33.0,0.030697674418604652
Kanakapura,1340.0,2.0,2.0,2.0,65.0,0.048507462686567165
Whitefield,1224.0,2.0,2.0,2.0,75.0,0.061274509803921566
Kudlu,1027.0,2.0,2.0,2.0,44.0,0.042843232716650435
Koramangala,1130.0,2.0,2.0,2.0,63.0,0.05575221238938053
Hennur Road,2041.0,3.0,3.0,3.0,128.0,0.06271435570798628
Sarjapur  Road,1084.0,2.0,3.0,2.0,55.0,0.0507380073800738
Akshaya Nagar,1250.0,3.0,2.0,3.0,40.0,0.032
Mahadevpura,1152.0,2.0,1.0,2.0,54.0,0.046875
Electronic City Phase II,1200.0,2.0,1.0,2.0,34.65,0.028874999999999998
Sahakara Nagar,2200.0,3.0,2.0,3.0,98.0,0.04454545454545455
Sarjapur,913.0,2.0,1.0,2.0,32.0,0.03504928806133625
Begur Road,644.0,1.0,1.0,1.0,32.0,0.049689440993788817
Mahadevpura,1434.0,2.0,1.0,3.0,67.39,0.04699442119944212
Hormavu,1263.0,2.0,1.0,2.0,47.36,0.03749802058590657
Electronic City,1070.0,2.0,1.0,2.0,55.0,0.0514018691588785
Whitefield,1116.0,2.0,3.0,2.0,48.76,0.04369175627240143
Bommanahalli,1300.0,3.0,2.0,3.0,45.0,0.03461538461538462
Panathur,1140.0,2.0,1.0,2.0,51.2,0.04491228070175439
Whitefield,1200.0,3.0,1.0,3.0,68.4,0.057
Electronic City,1070.0,2.0,1.0,2.0,52.0,0.048598130841121495
Hennur Road,3450.0,4.0,3.0,4.0,294.0,0.08521739130434783
Raja Rajeshwari Nagar,1185.0,2.0,1.0,2.0,51.15,0.04316455696202531
Kanakapura,1090.0,2.0,2.0,2.0,32.69,0.029990825688073392
Hennur Road,2700.0,3.0,2.0,3.0,150.0,0.05555555555555555
Sarjapur,1600.0,3.0,1.0,3.0,75.0,0.046875
Marathahalli,1230.0,2.0,1.0,2.0,57.0,0.046341463414634146
Hennur Road,1450.0,3.0,1.0,3.0,88.6,0.06110344827586207
Kothanur,1790.0,3.0,2.0,3.0,105.0,0.05865921787709497
Electronic City,1221.0,2.0,2.0,2.0,68.0,0.055692055692055695
Bommasandra,1365.0,3.0,1.0,3.0,52.81,0.03868864468864469
Kodichikkanahalli,650.0,1.0,2.0,1.0,38.0,0.05846153846153846
Budigere,1636.0,3.0,2.0,3.0,85.0,0.0519559902200489
Horamavu Agara,1250.0,3.0,2.0,3.0,65.0,0.052
Vijayanagar,2047.0,3.0,2.0,3.0,136.0,0.06643869076697606
Uttarahalli,1135.0,2.0,3.0,3.0,39.73,0.03500440528634361
Channasandra,1200.0,3.0,1.0,3.0,67.77,0.056475
Lakshminarayana Pura,1569.0,3.0,2.0,3.0,150.0,0.09560229445506692
Panathur,1007.0,2.0,1.0,2.0,64.0,0.06355511420059583
Gottigere,1222.0,2.0,1.0,2.0,63.0,0.05155482815057283
Kengeri Satellite Town,1415.0,2.0,3.0,3.0,66.0,0.046643109540636045
Marathahalli,1530.0,3.0,2.0,3.0,71.0,0.046405228758169936
R.T. Nagar,1300.0,3.0,0.0,3.0,145.0,0.11153846153846154
Budigere,1162.0,2.0,1.0,2.0,58.0,0.04991394148020654
Whitefield,1400.0,2.0,1.0,2.0,80.0,0.05714285714285714
Whitefield,1346.0,2.0,1.0,2.0,76.01,0.05647102526002972
Rachenahalli,2710.0,3.0,2.0,3.0,170.0,0.06273062730627306
JP Nagar,909.87,3.0,1.0,3.0,69.34,0.07620868915339554
Raja Rajeshwari Nagar,1530.0,3.0,3.0,3.0,51.87,0.03390196078431373
Whitefield,1195.0,2.0,1.0,2.0,61.36,0.05134728033472803
Tumkur Road,708.0,2.0,1.0,2.0,32.0,0.04519774011299435
Whitefield,1250.0,2.0,2.0,2.0,82.0,0.0656
Chandapura,975.0,2.0,1.0,2.0,24.86,0.025497435897435895
Sarjapur  Road,691.0,1.0,1.0,1.0,31.1,0.04500723589001447
Yelahanka,602.0,2.0,1.0,1.0,30.0,0.04983388704318937
8th Phase JP Nagar,1504.0,2.0,2.0,3.0,83.0,0.05518617021276596
Yeshwanthpur,1675.0,3.0,0.0,3.0,92.13,0.055002985074626864
Hormavu,1453.0,2.0,2.0,3.0,43.58,0.029993117687543012
Sarjapur  Road,1112.0,2.0,1.0,2.0,58.0,0.052158273381294966
Sarjapur  Road,985.0,2.0,1.0,2.0,49.0,0.049746192893401014
Haralur Road,1194.0,2.0,2.0,2.0,46.0,0.038525963149078725
Kanakpura Road,1450.0,3.0,3.0,3.0,51.0,0.03517241379310345
JP Nagar,1125.0,2.0,2.0,2.0,39.98,0.03553777777777777
Kodichikkanahalli,995.0,2.0,1.0,2.0,41.0,0.04120603015075377
Electronic City Phase II,1069.0,2.0,2.0,2.0,45.0,0.042095416276894296
Sahakara Nagar,1200.0,2.0,0.0,2.0,46.0,0.03833333333333333
Hulimavu,450.0,1.0,1.0,1.0,20.0,0.044444444444444446
Rachenahalli,985.0,2.0,1.0,2.0,50.17,0.05093401015228426
Whitefield,613.0,1.0,1.0,1.0,48.0,0.07830342577487764
Sarjapur  Road,835.0,1.0,1.0,1.0,46.95,0.056227544910179644
Rajaji Nagar,1440.0,2.0,2.0,2.0,185.0,0.1284722222222222
Basavangudi,2200.0,2.0,1.0,3.0,162.0,0.07363636363636364
Channasandra,1800.0,3.0,2.0,3.0,60.0,0.03333333333333333
Electronic City Phase II,1418.0,3.0,2.0,3.0,52.47,0.037002820874471085
Bommanahalli,1250.0,3.0,2.0,3.0,41.0,0.0328
Hennur,1255.0,2.0,1.0,2.0,57.5,0.045816733067729085
Sarjapur  Road,2145.0,3.0,3.0,3.0,180.0,0.08391608391608392
Hennur,1255.0,2.0,1.0,2.0,52.32,0.04168924302788845
Whitefield,2268.0,3.0,0.0,4.0,146.0,0.06437389770723104
Old Madras Road,1100.0,2.0,1.0,2.0,70.0,0.06363636363636363
Kanakpura Road,1309.0,2.0,3.0,2.0,64.39,0.04919022154316272
Nagarbhavi,1350.0,3.0,0.0,3.0,60.0,0.044444444444444446
Hebbal,1420.0,2.0,2.0,2.0,107.0,0.07535211267605633
Thanisandra,1185.0,2.0,2.0,2.0,42.1,0.03552742616033756
Old Madras Road,1225.0,2.0,1.0,2.0,53.55,0.04371428571428571
Hebbal Kempapura,2485.0,4.0,2.0,4.0,198.0,0.07967806841046278
Raja Rajeshwari Nagar,1630.0,3.0,2.0,3.0,60.65,0.037208588957055214
Hennur Road,2002.0,3.0,2.0,3.0,120.0,0.059940059940059943
Hulimavu,1320.0,2.0,2.0,3.0,65.0,0.04924242424242424
Panathur,1713.0,3.0,1.0,3.0,120.0,0.07005253940455342
Whitefield,1187.0,2.0,1.0,2.0,37.85,0.031887110362257796
Electronic City,1130.0,2.0,1.0,2.0,32.64,0.02888495575221239
Electronic City Phase II,1395.0,2.0,1.0,3.0,62.78,0.04500358422939068
Gottigere,1153.0,2.0,1.0,2.0,48.5,0.04206418039895923
Somasundara Palya,1329.0,2.0,2.0,2.0,70.0,0.0526711813393529
Jakkur,1798.0,3.0,1.0,3.0,120.0,0.06674082313681869
Kaggadasapura,1400.0,2.0,2.0,3.0,68.0,0.04857142857142857
Jakkur,1279.0,2.0,1.0,2.0,77.0,0.060203283815480846
Kengeri,1200.0,2.0,0.0,2.0,58.0,0.04833333333333333
Old Madras Road,2990.0,5.0,1.0,3.0,210.0,0.07023411371237458
Mysore Road,1500.0,3.0,2.0,3.0,70.0,0.04666666666666667
Electronic City,630.0,1.0,1.0,1.0,47.0,0.0746031746031746
Haralur Road,1243.0,2.0,2.0,2.0,45.0,0.036202735317779566
TC Palaya,1200.0,2.0,0.0,3.0,66.0,0.055
Hulimavu,1255.0,2.0,2.0,2.0,74.0,0.05896414342629482
Sarjapur  Road,1691.0,3.0,2.0,3.0,113.0,0.06682436428149024
Begur Road,1410.0,2.0,3.0,3.0,52.17,0.037
Sarjapur  Road,1035.0,2.0,1.0,2.0,45.0,0.043478260869565216
Sarjapur  Road,2880.0,3.0,2.0,4.0,211.0,0.07326388888888889
Channasandra,1050.0,2.0,1.0,2.0,44.41,0.042295238095238094
Hosa Road,1318.0,2.0,1.0,3.0,85.28,0.0647040971168437
Hennur Road,1590.0,3.0,2.0,3.0,96.5,0.06069182389937107
Old Airport Road,2774.0,4.0,3.0,4.0,197.0,0.07101658255227108
Electronic City,550.0,1.0,1.0,2.0,15.0,0.02727272727272727
KR Puram,1245.0,2.0,1.0,2.0,60.0,0.04819277108433735
Kodichikkanahalli,1125.0,2.0,1.0,2.0,52.0,0.04622222222222222
Electronic City Phase II,829.0,2.0,1.0,2.0,22.8,0.027503015681544028
Harlur,2137.0,3.0,2.0,3.0,110.0,0.05147402901263454
Whitefield,1700.0,3.0,2.0,3.0,95.0,0.05588235294117647
Begur Road,1200.0,2.0,2.0,2.0,42.6,0.035500000000000004
Sarjapur  Road,1220.0,3.0,2.0,3.0,58.0,0.047540983606557376
Vijayanagar,1490.0,3.0,2.0,3.0,100.0,0.06711409395973154
Yeshwanthpur,665.0,1.0,1.0,1.0,36.85,0.05541353383458647
9th Phase JP Nagar,1480.0,2.0,1.0,2.0,80.0,0.05405405405405406
Balagere,1007.0,2.0,1.0,2.0,67.0,0.06653426017874876
Kanakpura Road,700.0,2.0,1.0,2.0,35.07,0.0501
Whitefield,840.0,1.0,1.0,1.0,57.0,0.06785714285714285
KR Puram,1290.0,2.0,2.0,2.0,69.0,0.053488372093023255
Vittasandra,1650.0,3.0,2.0,3.0,85.5,0.05181818181818182
Rachenahalli,1050.0,2.0,2.0,2.0,52.5,0.05
Thigalarapalya,1418.0,2.0,2.0,2.0,106.0,0.07475317348377997
Kudlu Gate,1364.0,2.0,3.0,3.0,46.38,0.03400293255131965
Electronic City Phase II,1000.0,2.0,1.0,2.0,28.88,0.02888
Whitefield,2700.0,5.0,2.0,3.0,175.0,0.06481481481481481
Budigere,664.0,1.0,1.0,1.0,34.0,0.05120481927710843
CV Raman Nagar,1120.0,2.0,2.0,2.0,55.0,0.049107142857142856
Marathahalli,2519.0,5.0,2.0,4.0,185.0,0.07344184200079397
Hennur Road,1100.0,2.0,1.0,3.0,78.0,0.07090909090909091
Ramamurthy Nagar,1305.0,3.0,1.0,3.0,60.0,0.04597701149425287
Koramangala,1410.0,2.0,0.0,4.0,280.0,0.19858156028368795
Thanisandra,1241.0,2.0,1.0,3.0,65.0,0.052377115229653506
Hoodi,1350.0,3.0,2.0,3.0,70.0,0.05185185185185185
Whitefield,1096.0,2.0,1.0,2.0,39.0,0.035583941605839414
Electronic City,1518.0,3.0,3.0,3.0,75.0,0.04940711462450593
Ramagondanahalli,3350.0,3.0,3.0,3.0,150.0,0.04477611940298507
8th Phase JP Nagar,1046.0,2.0,1.0,2.0,48.0,0.045889101338432124
Ramamurthy Nagar,1200.0,2.0,1.0,2.0,46.0,0.03833333333333333
Kalena Agrahara,1565.0,3.0,2.0,3.0,78.0,0.04984025559105431
Hebbal,2375.0,4.0,2.0,4.0,189.0,0.07957894736842105
Thanisandra,1564.0,3.0,1.0,3.0,105.0,0.06713554987212277
Whitefield,1634.0,3.0,2.0,3.0,68.0,0.0416156670746634
Mahadevpura,1146.0,2.0,1.0,2.0,53.8,0.04694589877835951
Subramanyapura,1050.0,2.0,3.0,2.0,41.0,0.039047619047619046
Sarjapur  Road,1346.0,2.0,1.0,2.0,61.92,0.04600297176820208
Electronic City,1125.0,2.0,1.0,2.0,58.0,0.051555555555555556
Bommanahalli,1170.0,2.0,3.0,2.0,34.0,0.02905982905982906
Rachenahalli,1530.0,2.0,2.0,3.0,74.5,0.04869281045751634
Hennur Road,2047.0,3.0,2.0,3.0,67.55,0.032999511480214946
Thanisandra,1100.0,2.0,2.0,2.0,42.0,0.038181818181818185
7th Phase JP Nagar,1400.0,2.0,1.0,3.0,95.0,0.06785714285714285
Ramamurthy Nagar,960.0,2.0,2.0,4.0,138.0,0.14375
Electronic City,865.0,2.0,1.0,2.0,40.0,0.046242774566473986
Uttarahalli,1101.0,2.0,0.0,2.0,45.0,0.04087193460490463
Thanisandra,693.0,1.0,1.0,1.0,34.3,0.04949494949494949
Vidyaranyapura,1440.0,2.0,0.0,2.0,95.0,0.06597222222222222
Subramanyapura,1260.0,2.0,1.0,3.0,73.0,0.05793650793650794
Kudlu,720.0,1.0,1.0,1.0,33.0,0.04583333333333333
Begur Road,1160.0,2.0,2.0,2.0,42.0,0.03620689655172414
Banashankari,1170.0,2.0,2.0,2.0,46.79,0.03999145299145299
Talaghattapura,2254.0,3.0,2.0,3.0,170.0,0.07542147293700088
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Marathahalli,3800.0,4.0,3.0,4.0,250.0,0.06578947368421052
Electronics City Phase 1,1314.0,2.0,2.0,2.0,60.0,0.045662100456621
Yelahanka,1455.0,3.0,1.0,3.0,61.5,0.042268041237113405
Brookefield,1089.0,2.0,1.0,2.0,49.0,0.04499540863177227
Kodichikkanahalli,2500.0,7.0,0.0,5.0,125.0,0.05
Talaghattapura,2099.0,3.0,2.0,3.0,134.0,0.06383992377322535
Sarjapur  Road,2383.0,5.0,1.0,4.0,215.0,0.09022240872849349
Sarjapur  Road,1300.0,2.0,2.0,3.0,70.0,0.05384615384615385
Jigani,1221.0,3.0,2.0,3.0,65.0,0.05323505323505324
